ID_FB,VOL_REEL_ABA_M3,COUT_TOTAL_ABA,COUT_ABA_TERRE_M3,VOL_REEL_DEB_M3,COUT_TOTAL_DEB,COUT_DEB_TERRE_M3,VOL_REF
FB230024688,22.94,350.98,15.299912816041848,22.94,175.49,7.649956408020924,22.94
FB230025545,14.98,229.19,15.299732977303071,14.98,114.6,7.650200267022696,14.98
FB230026359,47.517,557.85,11.740008838941852,47.52,422.45,8.889941077441076,47.52
FB230027132,709.5,7165.95,10.1,709.5,3980.3,5.6100070472163495,709.5
FB230027166,2754.67,33146.94,12.032998507988253,2754.67,25252.129999999997,9.167025451324477,2754.67
FB230028145,2820,30215.58,10.714744680851064,2844,19197,6.75,2844
FB230028149,375.166,4314.41,11.500002665486745,355.166,4084.41,11.500002815584825,355.166
FB230028351,345.78999999999996,4412.24,12.759883166083462,345.78999999999996,2573.65,7.4428121113970915,345.78999999999996
FB230028616,314.89,4093.57,13.000000000000002,314.89,3463.79,11,314.89
FB230028619,171.574,2230.46,12.999988343222165,171.574,1887.31,10.999976686444333,171.574
FB230028631,47.846,622,13.000041800777495,47.846,622,13.000041800777495,47.846
FB230029637,1057.7,10458.21,9.88769027134348,1057.7,5933.700000000001,5.610002836343009,1057.7
FB230029671,211.919,2805.81,13.240011513833114,211.919,2123.43,10.020007644430182,211.919
FB230029675,400,6188,15.47,562,4968.08,8.84,562
FB230030088,194.77,2652.77,13.6200133490784,194.77,1990.55,10.220003080556554,194.77
FB230030115,915,13395.6,14.64,915,6569.7,7.18,915
FB230030247,1983.62,18923.73,9.539997580181689,1983.62,14460.59,7.290000100825764,1983.62
FB230030249,1506.72,14466.509999999998,9.60132605925454,1506.72,10983.99,7.290000796431984,1506.72
FB230030395,768.78,7764.68,10.100002601524494,768.78,4312.86,5.610005463201436,768.78
FB230030796,1005.6659999999999,12108.220000000001,12.040001352337656,1005.666,9594.05,9.53999638050804,1005.666
FB230030797,580,8160.5999999999995,14.069999999999999,580,4518.2,7.79,580
FB230030984,13,184.99,14.23,12.476,112.03,8.979640910548252,12.476
FB230031054,964.65,12854.17,13.325216399730472,1929.2999999999997,8181.96,4.240895661638937,1929.2999999999997
FB230031158,32,455.36,14.23,33.016,296.48,8.979888538890236,33.016
FB230032329,1779.21,21109.25,11.864394871881341,1779.21,12376.48,6.956165938815541,1779.21
FB230032331,678.28,7109.1,10.481069764698946,678.28,4944.67,7.290012973993042,678.28
FB230032332,323.92999999999995,3442.1,10.626061186058719,323.92999999999995,2410.04,7.440002469669374,323.92999999999995
FB230033830,1391.25,22399.129999999997,16.100003593890385,1391.25,9738.75,7,1391.25
FB230033849,562.847,6675.37,11.860008137202472,562.847,4429.61,7.870007302162044,562.847
FB230034346,707.7,7147.77,10.1,707.7,3970.2,5.610004239084357,707.7
FB230034482,2360.45,23738.85,10.056917113262301,4720.9,18746.210000000003,3.9708974983583647,4720.9
FB230034517,1245.14,15817.49,12.703382752140321,1245.14,9307.11,7.474749827328654,1245.14
FB230034848,678.44,5427.52,8,NA,NA,NA,NA
FB230034863,4383.188,36230.45999999999,8.265778241772882,4202.608,25215.65,6.000000475894968,4202.608
FB230035078,1805.26,20832.7,11.539999778425269,1500,22575,15.05,1500
FB230035279,217.45000000000002,2350.79,10.81071510692113,217.45,1585.21,7.289997700620833,217.45
FB230035287,2452.84,17277.440000000002,7.0438512092105485,2452.84,9651.92,3.9349977984703446,2452.84
FB230035535,109.55000000000001,1137.07,10.379461433135553,109.55000000000001,815.05,7.439981743496119,109.55000000000001
FB230035542,1095.58,12093.869999999999,11.038783110315997,1095.58,8151.11,7.439995253655598,1095.58
FB230037899,1953.8,18639.25,9.539998976353772,1953.8000000000002,11472.16,5.871716654724127,1953.8000000000002
