ID_FB,VOL_REEL_ABA_M3,COUT_TOTAL_ABA,COUT_ABA_TERRE_M3,VOL_REEL_DEB_M3,COUT_TOTAL_DEB,COUT_DEB_TERRE_M3,VOL_REF
FB230038654,755.178,9092.34,12.039995868523713,755.178,7204.4,9.540002489479301,755.178
FB230040067,620,6032.6,9.73,620,3906,6.3,620
FB230040804,1592.64,18000.56,11.30234076753064,1592.64,11849.25,7.440005274261603,1592.64
FB230040814,564.1700000000001,6183.79,10.960862860485314,564.1700000000001,4231.280000000001,7.500008862576883,564.1700000000001
FB230040826,1018.35,11440.02,11.233878332596849,1018.35,7637.63,7.500004909903275,1018.35
FB230041385,1974.6,10751.87,5.44508761268105,1974.6,7977.549999999999,4.040084067659272,1974.6
FB230041564,560.73,7526.95,13.423483673069034,560.73,4476.610000000001,7.983539314821751,560.73
FB230041758,716.95,8632.08,12.04000278959481,716.95,5628.0599999999995,7.850003486993513,716.95
FB230041762,600.4499999999999,6870.88,11.442884503289202,600.4499999999999,4236.87,7.056157881588809,600.4499999999999
FB230043072,3640.9,36458.59,10.013620258727236,3640.9,20659.370000000003,5.6742481254634844,3640.9
FB230043591,1543.9,19344.96,12.529930694993197,1543.9,11691.74,7.572860936589157,1543.9
FB230043592,784.49,10086.51,12.857410546979567,784.49,6074.469999999999,7.7432089637853885,784.49
FB230043612,257.99,3276.47,12.699988371642311,257.99,2118.1,8.21000813985038,257.99
FB230043617,1102.06,14223.25,12.906057746402192,1102.06,8503.529999999999,7.7160317950020865,1102.06
FB230043624,12.08,184.82,15.299668874172184,12.08,92.41,7.649834437086092,12.08
FB230043629,112.67,1394.85,12.379959172805536,112.67,902.49,8.010029289074287,112.67
FB230043635,149.56,1800.6999999999998,12.039983952928589,149.56,1174.0500000000002,7.850026745119017,149.56
FB230043638,27.45,419.99,15.300182149362477,27.45,209.99,7.649908925318762,27.45
FB230043642,643.29,8151.549999999999,12.671656640084565,643.29,4819.969999999999,7.492686035846973,643.29
FB230043653,259.54,3296.16,12.70000770594128,259.54,2130.82,8.209986899899823,259.54
FB230043788,140.09,2143.38,15.30002141480477,140.09,1071.69,7.650010707402385,140.09
FB230045111,164.058,2093.38,12.759999512367578,164.058,1435.51,8.750015238513209,164.058
FB230045481,171.73,2268.31,13.20858324113434,171.73,1296.0400000000002,7.546963256274386,171.73
FB230045486,1422.3300000000002,18416.5,12.948120337755652,1422.3300000000002,10941.3,7.692518613823795,1422.3300000000002
FB230046328,143,1947.66,13.620000000000001,143,1431.43,10.01,143
FB230046336,340.28,5818.79,17.100005877512636,340.28,2518.07,7.399994122487365,340.28
FB230048594,516.3,5994.24,11.609994189424754,516.3,3252.69,6.300000000000001,516.3
FB230049604,455,4904.9,10.78,455,2852.85,6.27,455
FB230050020,39.18,599.45,15.299897907095458,39.18,299.73,7.650076569678408,39.18
FB230050459,1515.9,19548.55,12.895672537766343,1515.9,10208.570000000002,6.73432944125602,1515.9
FB230050466,1681.4199999999998,21588.47,12.839427388754745,1681.4199999999998,11417.800000000001,6.790569875462408,1681.4199999999998
FB230052410,16.41,251.07,15.29981718464351,16.41,125.54,7.650213284582572,16.41
FB230052536,2079.4,23892.31,11.490001923631818,2109.6,14387.470000000001,6.819999051952978,2109.6
FB230052662,597.727,8511.630000000001,14.239995850948679,597.727,6138.66,10.270006206846938,597.727
FB230052666,566.673,7650.09,13.500007941087718,566.676,5406.09,9.540001694089744,566.676
FB230052667,600,8442,14.07,380,2907,7.65,380
FB230052942,860,9270.8,10.78,860,5392.2,6.27,860
FB230053301,2707,25877.010000000002,9.559294421869229,2707,15184.179999999998,5.609227927595123,2707
FB230054231,396.196,4651.34,11.739997375036598,396.196,3961.96,10,396.196
FB230054475,817.119,9767.87,11.954036070633531,817.119,9767.87,11.954036070633531,817.119
FB230054599,2000,29250,14.625,2000,56000,28,2000
FB230054915,118,1248.44,10.58,118,660.8,5.6,118
FB230055143,388.08500000000004,4657.02,12,388,4787.92,12.34,388
FB230055858,154.35,2083.73,13.500032393909946,154.35,2083.73,13.500032393909946,154.35
FB230056136,287.09999999999997,2960.26,10.31090212469523,287.09999999999997,2408.97,8.390700104493208,287.09999999999997
FB230056137,225.39999999999998,2484.59,11.023025732031945,225.39999999999998,1994.58,8.849068322981367,225.39999999999998
FB230056454,382,3820,10,382,2483,6.5,382
FB230056485,454,6265.200000000001,13.800000000000002,454,3087.2000000000003,6.800000000000001,454
FB230056803,426.95000000000005,5371.03,12.579997657805361,426.95000000000005,3897.39,9.128445953858764,426.95000000000005
FB230057027,60.336,965.38,16.000066295412356,60.336,965.38,16.000066295412356,60.336
FB230057028,903.38,10425.01,11.540005313378645,1487,17918.35,12.049999999999999,1487
FB230057046,1067.8,12450.55,11.660001873009927,1067.8,8542.4,8,1067.8
FB230057066,100,1424,14.24,92.8,580,6.25,92.8
FB230057067,88.4,1170.42,13.240045248868778,88.4,799.14,9.040045248868777,88.4
FB230057651,891.52,9339.31,10.475715631730079,891.52,6499.18,7.289999102656139,891.52
FB230058145,274.5,3266.55,11.9,316.7,2524.88,7.972466056204611,316.7
FB230058471,195,1969.5,10.1,195,1093.95,5.61,195
FB230058480,2954,28360.92,9.60085308056872,2954,17436.719999999998,5.902748815165876,2954
FB230058958,65.29,998.94,15.30004594884362,65.29,499.47,7.65002297442181,65.29
FB230058961,58.63,897.04,15.300017056114616,58.63,448.52,7.650008528057308,58.63
FB230059066,870.2,10285.76,11.81999540335555,870.2,6091.4,6.999999999999999,870.2
FB230059587,565,7243.300000000001,12.820000000000002,775,6002.500000000001,7.7451612903225815,775
FB230060046,275.4,3199.75,11.618554829339145,275.3,2762.09,10.033018525245188,275.3
FB230060770,137.7,1781.84,12.94001452432825,137.7,1229.66,8.929992737835876,137.7
FB230061085,1073.512,9052.12,8.432248544962704,1073.512,6612.84,6.160005663653504,1073.512
FB230061132,3125.6380000000004,31084.590000000004,9.945038420955978,3125.6380000000004,18753.829999999998,6.000000639869363,3125.6380000000004
FB230061302,61.36,807.5,13.160039113428944,61.36,605.01,9.860006518904823,61.36
FB230061921,1345.58,7841.23,5.827397850740945,2018.37,5678.629999999999,2.8134732482151437,2018.37
FB230062113,166,2128.12,12.819999999999999,355,3359.79,9.464197183098591,355
FB230062161,1490.65,20952.98,14.056270754368898,1632.83,12672.990000000002,7.761365237042437,1632.83
FB230062234,2409,22981.86,9.540000000000001,2409,13514.49,5.61,2409
FB230062369,293.14599999999996,3921.99,13.3789647479413,143.146,1606.1,11.220013133444176,143.146
FB230062371,107.347,1570.49,14.630031579829899,107.347,983.3,9.16001378706438,107.347
FB230062373,168.027,2352.38,14.000011902848948,168.027,1885.2600000000002,11.21998250281205,168.027
FB230062375,196.10899999999998,2745.5299999999997,14.000020396820135,196.10899999999998,2200.34,11.219984804369,196.10899999999998
FB230062678,23.26,355.88,15.300085984522784,23.26,177.94,7.650042992261392,23.26
FB230063182,1475.2800000000002,17142.74,11.619990781410985,1345.28,9793.79,7.280112690294958,1345.28
FB230063271,858.09,10102.619999999999,11.773380414641819,843.5600000000001,5674.860000000001,6.7272748826402395,843.5600000000001
FB230063301,312.28999999999996,3931.7299999999996,12.589996477632969,418.23,2429.37,5.808693780933935,418.23
FB230063590,3.95,60.44,15.301265822784808,3.95,30.22,7.650632911392404,3.95
FB230063596,587.0500000000001,6915.99,11.780921556937226,587.0500000000001,4177.85,7.116685120517843,587.0500000000001
FB230063626,1374,13186.36,9.597059679767105,1374,7786.54,5.667059679767103,1374
FB230063816,37.29,448.97,12.03995709305444,37.29,292.73,7.850093858943417,37.29
FB230063988,938.1800000000001,9918.48,10.572043744270822,1652.44,6965.040000000001,4.21500326789475,1652.44
FB230063990,110.2,1194.57,10.840018148820326,110.2,803.36,7.290018148820327,110.2
FB230064725,150.89,1741.85,11.54383988335874,150.89,1397.9299999999998,9.26456358936974,150.89
FB230064732,219.79000000000002,2195.07,9.987124072978752,219.76000000000002,1725.9199999999998,7.853658536585365,219.76000000000002
FB230064897,675,6750,10,675,4050,6,675
FB230065996,592.8,7404.07,12.489996626180837,592.8000000000001,4112.03,6.936622807017542,592.8000000000001
FB230066128,399.2,4306.280000000001,10.787274549098198,118.2,937.61,7.932402707275804,118.2
FB230066946,685.009,8220.11,12.000002919669669,684.916,7301.209999999999,10.660007942579817,684.916
FB230067430,55.84,2512.8,45,81.78,531.57,6.500000000000001,81.78
FB230067539,557.85,5939.46,10.647055660123689,557.85,3679.88,6.596540288608049,557.85
FB230067549,69.58,1064.57,15.299942512216154,69.58,532.29,7.650043115837884,69.58
FB230067565,243.37,3131.4700000000003,12.867115914040351,243.37,1920.01,7.889263261700291,243.37
FB230067864,65,825.5,12.7,130,591.5,4.55,130
FB230067869,542.41,6974.58,12.858501871278184,542.41,4199.66,7.74259324127505,542.41
FB230068664,238,2513.28,10.56,238,2208.64,9.28,238
FB230068674,2580.3,25501.42,9.883122117583225,2580.3,15360.84,5.953121730031391,2580.3
FB230068713,474.09999999999997,5702.56,12.02817970892217,476.7,3924.03,8.231655129011958,476.7
FB230068757,549.9,7118.25,12.944626295690126,575.4,5253.79,9.130674313521029,575.4
FB230069124,658.42,7014.0599999999995,10.652865951824063,658.42,4898.64,7.43999270982048,658.42
FB230069125,289.58000000000004,3064.63,10.583016782926997,289.58000000000004,2154.48,7.440016575730367,289.58000000000004
FB230069126,657.44,7177.66,10.91758943781942,657.44,4438.790000000001,6.751627524945243,657.44
FB230069285,340,4821.2,14.18,340,3308.2,9.729999999999999,340
FB230069605,547.7,5850.57,10.68207047653825,547.7,3072.6,5.610005477451159,547.7
FB230070378,7677,70097,9.130780252702879,7677,47857,6.23381529243194,7677
FB230070884,24.26,371.18,15.300082440230831,24.26,185.59,7.6500412201154155,24.26
FB230071269,144.808,2118.54,14.62999281807635,144.808,1658.05,11.449988950886691,144.808
FB230071361,1100.208,14904.84,13.54729287552899,1100.208,10528.970000000001,9.569981312624522,1100.208
FB230071365,1041.92,12652.880000000001,12.143811425061426,1041.92,7405.85,7.107887361793612,1041.92
FB230071608,208.25,2680.95,12.873709483793517,208.25,1610.62,7.73406962785114,208.25
FB230071688,298.3,3747.5299999999997,12.562956754944686,301.5,2380.83,7.896616915422885,301.5
FB230071689,185.5,1725.15,9.3,192,1530.24,7.97,192
FB230071774,249.01,2560.9700000000003,10.284607043893821,498.02,1787.71,3.5896349544195014,498.02
FB230071775,735.21,8257.31,11.231226452306142,735.21,5514.08,7.500006800778008,735.21
FB230071785,680.7,8330.289999999999,12.237828705744084,680.7,4705.11,6.912163948876156,680.7
FB230071788,223.94,1295.45,5.7848084308296865,223.94,945.02,4.219969634723586,223.94
FB230071820,216,2328.48,10.78,216,1354.32,6.27,216
FB230071891,427.59,4661.82,10.902546832245843,427.59,3176.99,7.429991346850955,427.59
FB230072351,499.28999999999996,6475.87,12.970157623825834,499.28999999999996,3834.65,7.680205892367162,499.28999999999996
FB230072364,378.5,4806.95,12.7,378.5,3107.49,8.21001321003963,378.5
FB230072366,336.97,4337.23,12.871264504258537,336.97,2606.62,7.735466065228358,336.97
FB230072373,330.66999999999996,4093.6899999999996,12.379986088849911,330.66999999999996,2648.67,8.01000997973811,330.66999999999996
FB230072377,446.29,5525.07,12.379999551860896,446.29,3574.7799999999997,8.009993501983015,446.29
FB230072908,1997.0000000000002,19812.31,9.921036554832249,1997,11475.51,5.746374561842765,1997
FB230074175,278,3356.88,12.075107913669065,278,3336,12,278
FB230074356,265,2528.1,9.54,265,1486.65,5.61,265
FB230075437,613.1,7295.889999999999,11.899999999999999,312,1956.24,6.2700000000000005,312
FB230075443,362.14,4225.87,11.669161097917932,390.14,2821.32,7.2315579022914855,390.14
FB230075682,1246.298,30913.730000000003,24.80444484384955,NA,NA,NA,NA
FB230075859,818,7987.4000000000005,9.764547677261614,818,4772.66,5.834547677261614,818
FB230076279,319.63,3237.85,10.129994055626819,319.63,2378.05,7.4400087601289,319.63
FB230077318,550,5247,9.54,550,3085.5,5.61,550
FB240000837,1555.98,20443.57,13.138710009126081,1555.98,10722.72,6.891296803300813,1555.98
FB240000843,751.6300000000001,9961.69,13.253449170469512,233.55,1898.76,8.12999357739242,233.55
FB240001057,114.166,1552.66,13.600021022020568,114.166,1045.76,9.159995094861868,114.166
FB240001059,474,6446.4,13.6,474,4341.84,9.16,474
FB240001061,496.68,6764.78,13.61999677860997,500,5040,10.08,500
FB240001224,1879.317,27463.729999999996,14.613676138724864,854.26,6535.09,7.650001170603797,854.26
FB240001225,1455,16447.2,11.303917525773196,NA,NA,NA,NA
FB240001226,1352.8490000000002,17193.4,12.709031089205077,793.862,6073.04,7.649994583441455,793.862
FB240003619,39.33,613.55,15.600050851767099,39.33,306.77,7.799898296465802,39.33
FB240004149,485,6659.05,13.73,485,2774.2,5.72,485
FB240004275,1274.1399999999999,13415.75,10.529258951135668,1772.8799999999999,9978.35,5.628327918415234,1772.8799999999999
FB240004557,671.139,11677.82,17.40000208600603,671.139,4697.97,6.999995529987082,671.139
FB240004589,270.32,2630.21,9.729986682450429,270.32,2011.18,7.43999704054454,270.32
FB240004593,987.51,10868.61,11.006075887839112,987.51,7406.33,7.500005063239866,987.51
FB240004597,592.0699999999999,6259.12,10.571587819007888,592.0699999999999,4405,7.439998648808419,592.0699999999999
FB240004598,955.57,10403.1,10.886800548363803,955.57,6471.57,6.77247088125412,955.57
FB240004684,571.77,7534.83,13.178078598037672,571.77,4643.87,8.121919653007328,571.77
FB240004691,747.9200000000001,9603.560000000001,12.840357257460692,747.9200000000001,5798.43,7.752740934859343,747.9200000000001
FB240004693,363.40999999999997,4750.8,13.072837841556371,363.40999999999997,2938.96,8.087174265980574,363.40999999999997
FB240004697,619.79,8141.75,13.136304232078608,619.79,5059.78,8.163700608270544,619.79
FB240005957,504.7,5884.8,11.659996037249853,504.7,3255.32,6.450009906875372,504.7
FB240008804,180,1828.77,10.159833333333333,180,1313.96,7.299777777777778,180
FB240008843,785.52,3010.0899999999997,3.8319711783277315,785.52,2340.85,2.9800005092168247,785.52
FB240008877,959.36,9334.57,9.729997081387591,959.36,7137.64,7.440001667778519,959.36
FB240008951,1669,24434.16,14.64,1669,11983.42,7.18,1669
FB240009219,250.07,3280.08,13.116647338745151,250.07,2011.4099999999999,8.043387851401608,250.07
FB240009289,1752.9399999999996,13367.54,7.625782970324144,876.47,5024.0199999999995,5.732107202756511,876.47
FB240009822,561.6700000000001,6627.71,11.800007121619455,561.6700000000001,4212.530000000001,7.50000890202432,561.6700000000001
FB240010037,502.90999999999997,6577.889999999999,13.079656399753434,502.90999999999997,4020.7,7.994869857429759,502.90999999999997
FB240010052,746.27,10185.58,13.648652632425263,746.27,6388.87,8.561070390073297,746.27
FB240010630,1322.3400000000001,16688.27,12.620256514965893,1319.9,19864.5,15.05000378816577,1319.9
FB240011200,118.091,1362.77,11.539998814473584,NA,NA,NA,NA
FB240011249,88.45,884.5,10,88.45,619.15,6.999999999999999,88.45
FB240012268,452.82,4754.610000000001,10.500000000000002,452.82,3396.15,7.5,452.82
FB240012302,2112.6,11334.099999999999,5.365000473350373,1056.3,7256.78,6.869999053299252,1056.3
FB240012303,381.05,3775.16,9.907256265581944,381.05,2685.36,7.047264138564493,381.05
FB240012306,206.8,2025.6299999999999,9.795116054158607,206.8,1434.18,6.935106382978724,206.8
FB240012307,282.46,1562.82,5.532889612688522,282.46,1129.85,4.000035403242937,282.46
FB240012309,1607.3899999999999,15816.95,9.840144582210915,3214.7799999999997,12827.210000000001,3.9900739708471504,3214.7799999999997
FB240012311,718.48,6990.81,9.729999443269124,718.48,5345.49,7.439998329807371,718.48
FB240012313,81.51,856.76,10.511102932155563,81.51,606.44,7.440068703226598,81.51
FB240012323,1088.34,11533,10.59687230093537,1088.3400000000001,7772.93,7.142005255710531,1088.3400000000001
FB240012626,1741.8899999999999,16948.59,9.73000017222672,1741.8899999999999,12959.66,7.439999081457498,1741.8899999999999
FB240013230,12.79,199.52,15.599687255668492,12.79,99.76,7.799843627834246,12.79
FB240015580,235,3290,14,235,1473.45,6.2700000000000005,235
FB240015581,827,10961,13.253929866989118,827,6567.280000000001,7.9410882708585255,827
FB240016902,856.63,10017.35,11.693905186603319,856.63,6364.76,7.429998949371374,856.63
FB240017174,60.21,745.4,12.380003321707356,60.21,482.28,8.009965122072744,60.21
FB240017190,706.0699999999999,9357.03,13.252269604996673,706.0699999999999,5575.87,7.89704986757687,706.0699999999999
FB240017333,1049.68,9614.269999999999,9.159239006173308,610.47,4543.73,7.443002932167018,610.47
FB240018118,4180.503,60519.630000000005,14.476638337539766,2000.206,15193.61,7.596022609671205,2000.206
FB240018119,10061,92482.20000000001,9.19214789782328,10271,59659.119999999995,5.808501606464803,10271
FB240019115,143.3,1791.25,12.499999999999998,143.3,1074.75,7.499999999999999,143.3
FB240021688,281,2925.21,10.41,NA,NA,NA,NA
FB240021702,751.3,7513,10,751.3,4883.45,6.5,751.3
FB240021703,209.1,2300.1,11,209.1,1568.25,7.5,209.1
FB240021755,1445.6,14889.68,10.3,1445.6,8672.86,5.999488101826232,1445.6
FB240021770,32,414.08,12.94,32,285.76,8.93,32
FB240021771,32.3,414.09,12.820123839009288,NA,NA,NA,NA
FB240021971,285.357,3833,13.432297087507928,273.357,2460.21,8.999989025340488,273.357
FB240022836,239,3226.5,13.5,239,2629,11,239
FB240022847,72.4,951.34,13.140055248618784,72.4,951.34,13.140055248618784,72.4
FB240022854,182,2457,13.5,182,2184,12,182
FB240022875,708.64,9084.76,12.819993226461955,508.64,3418.06,6.719998427178358,508.64
FB240023506,500,4500,9,500,3000,6,500
FB240023525,938,9637.6,10.274626865671642,938,5909.4,6.3,938
FB240024008,600.43,7649.24,12.73960328431291,600.4300000000001,4948.51,8.24161017937145,600.4300000000001
FB240024194,545.5,7058.77,12.940000000000001,545.5,5416.82,9.930009165902842,545.5
FB240024195,724,8557.68,11.82,NA,NA,NA,NA
FB240024198,445.5,4544.1,10.200000000000001,445.5,3029.4,6.8,445.5
FB240024199,626.5,6390.3,10.200000000000001,626.5,3946.95,6.3,626.5
FB240024218,996,9642,9.680722891566266,996,5976,6,996
FB240024241,480,8520,17.75,69,483,7,69
FB240024265,262.1,2550.23,9.729988553987027,262.1,1499.21,5.719992369324685,262.1
FB240024269,218.4,3157.6,14.457875457875456,118.4,1175.71,9.929983108108107,118.4
FB240024529,707.94,3988.4600000000005,5.633895527869594,707.94,2810.53,3.9700115829025058,707.94
FB240024531,717.0699999999999,7191.4,10.028867474584072,717.0699999999999,5140.58,7.16886775349687,717.0699999999999
FB240024557,261.95,3242.94,12.379996182477573,261.95,2622.12,10.010001908761215,261.95
FB240024560,529.426,7861.98,14.850007366468589,529.426,5924.28,11.190005779844585,529.426
FB240024561,994.222,14152.66,14.234909305969895,994.222,7605.8,7.650001709879685,994.222
FB240024580,370,3600.1,9.73,370,2116.4,5.720000000000001,370
FB240024581,704.8,9360.43,13.280973325766176,704.8,5639.87,8.002085698070374,704.8
FB240024591,1156,11247.88,9.729999999999999,1156,6612.32,5.72,1156
FB240024595,327,3368.1,10.299999999999999,327,1870.44,5.72,327
FB240024596,218,2121.14,9.729999999999999,218,1246.96,5.72,218
FB240024677,1653,16083.69,9.73,1653,9455.16,5.72,1653
FB240024682,500,3125,6.25,100.18,905.63,9.040027949690556,100.18
FB240024683,500,7120,14.24,NA,NA,NA,NA
FB240024706,368,5152,14,368,2576,7,368
FB240024730,718,6986.139999999999,9.729999999999999,718,4106.96,5.72,718
FB240024752,495,5270.35,10.647171717171718,495,2831.4,5.72,495
FB240024762,434,4222.82,9.729999999999999,434,2734.2,6.3,434
FB240024763,800,7624,9.53,800,4480,5.6,800
FB240025058,1355,14881.62,10.982745387453875,1355,7716.820000000001,5.695070110701107,1355
FB240025119,600.22,6350.33,10.58000399853387,600.22,4189.54,6.98000733064543,600.22
FB240026459,1815.58,87147.84,48,NA,NA,NA,NA
FB240026620,1101.75,10720.03,9.730002269117314,2203.5,9298.77,4.220000000000001,2203.5
FB240026621,138.96,1352.08,9.72999424294761,138.96,1033.8600000000001,7.439982728842833,138.96
FB240026794,1440.363,17413.86,12.089910668352353,555,4995,9,555
FB240026800,1240.6399999999999,12745.630000000001,10.273431454733043,1240.6399999999999,7674.52,6.185936290946609,1240.6399999999999
FB240026830,2314.5,13540.86,5.850447180816591,2314.5,9258.01,4.0000043205876,2314.5
FB240026842,594.26,6605.26,11.115101134183691,594.26,4456.95,7.5,594.26
FB240027639,676.5999999999999,8032.379999999999,11.871681939107301,676.5999999999999,5069.5,7.492610109370382,676.5999999999999
FB240029105,1043.9,10903.26,10.444736085831975,1043.9,6350.219999999999,6.083168885908611,1043.9
FB240030004,585.76,6916.889999999999,11.808402758809068,585.76,4175.75,7.128772876263316,585.76
FB240030014,1171.8,18045.72,15.400000000000002,1171.8,10077.480000000001,8.600000000000001,1171.8
FB240031614,800.9000000000001,8249.27,10.299999999999999,800.9000000000001,4581.1500000000005,5.72000249719066,800.9000000000001
FB240034941,296.5,3053.95,10.299999999999999,296.5,1695.98,5.72,296.5
FB240035540,469.71000000000004,6210.99,13.223031232036787,469.71000000000004,3793.83,8.076962381043622,469.71000000000004
FB240035546,681.9,6478.05,9.5,681.9,3818.64,5.6,681.9
FB240035558,177.3,1748.05,9.859278059785673,177.3,1080.38,6.093513818386915,177.3
FB240035721,84,1196.16,14.24,84,759.36,9.040000000000001,84
FB240035722,151.7,2160.21,14.240013183915623,151.7,1061.9,7.000000000000001,151.7
FB240036025,433.84000000000003,5646.08,13.01419878296146,433.84000000000003,3435.92,7.919786096256684,433.84000000000003
FB240036028,758.79,9944.83,13.10616903227507,758.79,6217.4,8.193834921388,758.79
FB240036030,1054.94,13838.369999999999,13.117684418071168,1054.94,8484.16,8.042315202760346,1054.94
FB240036034,219.34,3377.83,15.399972645208353,219.34,1886.33,8.600027354791647,219.34
FB240036036,442.42,5780.219999999999,13.065006102798245,442.42,3540.76,8.003164413905338,442.42
FB240036037,691.63,9872.8,14.2746844411029,691.63,5882.139999999999,8.504749649379002,691.63
FB240036111,579.27,6962.609999999999,12.019628152674917,579.27,4427.4800000000005,7.6432061042346415,579.27
FB240036116,450,2475,5.5,NA,NA,NA,NA
FB240036287,363.7,4909.95,13.5,363.7,2545.9,7.000000000000001,363.7
FB240037590,198,2336,11.797979797979798,200.6,1915.28,9.547756729810569,200.6
FB240038368,1565.96,8715.42,5.565544458351426,782.98,5655.66,7.223249636006028,782.98
FB240038424,166.36,1618.68,9.729983169031017,166.36,1237.72,7.440009617696561,166.36
FB240038603,19.93,246.73,12.379829402910186,19.93,159.64,8.010035122930255,19.93
FB240038831,2765,30691.5,11.1,2765,14516.25,5.25,2765
FB240038915,557.77,5729.65,10.272424117467773,557.77,3450.67,6.186546425946179,557.77
FB240039146,176.58,2594.04,14.690451919809716,207.66899999999998,2078.7599999999998,10.00996778527368,207.66899999999998
FB240039185,64.353,876.49,13.62003325408295,64.353,720.11,11.189998912249624,64.353
FB240039695,759.83,7772.299999999999,10.228998591790267,759.83,4652.139999999999,6.122606372478053,759.83
FB240039853,475.67,4902.9400000000005,10.307440031954927,475.67,2932.76,6.165534929678138,475.67
FB240039989,277.8,3333.6,12,277.8,2437.0499999999997,8.77267818574514,277.8
FB240040057,5874.41,59180.51,10.074290013805642,5874.41,30244.87,5.148580027611284,5874.41
FB240040202,772.691,11049.48,14.299998317568082,772.691,11049.48,14.299998317568082,772.691
FB240040542,380.2,4942.6,13.000000000000002,380.2,2585.36,6.800000000000001,380.2
FB240041251,359.46000000000004,4721.82,13.135870472375228,533.5500000000001,3036.4700000000003,5.691069253115922,533.5500000000001
FB240041252,317.15999999999997,4146,13.072266363980326,448.34999999999997,2668.16,5.951065016170403,448.34999999999997
FB240041253,602.89,7877.01,13.065418235499013,847.68,5069.67,5.9806412797282,847.68
FB240041255,304.13,4002.35,13.159997369545918,304.13,2089.37,6.869989806990431,304.13
FB240041257,2083.2599999999998,14485.67,6.95336635849582,2083.2599999999998,8540.6,4.099632307057209,2083.2599999999998
FB240041319,1282.3920000000003,15659.650000000001,12.211281729767496,1282.392,12798.580000000002,9.980240051403939,1282.392
FB240041364,1293.37,12597.35,9.739942939762019,1293.37,8898.31,6.879941548048896,1293.37
FB240041432,980,12779.2,13.040000000000001,980,7497,7.65,980
FB240041436,1680,28694.4,17.080000000000002,1680,11524.8,6.859999999999999,1680
FB240041463,1205.2,15901.689999999999,13.194233322270161,1205.2,9557.16,7.929936939926983,1205.2
FB240041464,636.6,3524.2299999999996,5.536019478479421,318.3,2295.59,7.212032673578386,318.3
FB240042758,930.88,9487.61,10.192087057408045,930.88,5720.02,6.144744757648677,930.88
FB240042759,687.17,6837.34,9.949997817134044,687.17,4322.3,6.290001018670781,687.17
FB240043403,727.6099999999999,7382.05,10.145613721636593,727.6099999999999,5301.09,7.285620043704733,727.6099999999999
FB240043481,807.1800000000001,4361.179999999999,5.402983225550681,807.1800000000001,2690.51,3.3332218340394957,807.1800000000001
FB240044256,8.58,133.85,15.6002331002331,8.58,66.92,7.799533799533799,8.58
FB240044730,1748.5,16610.75,9.5,1748.5,9791.6,5.6000000000000005,1748.5
FB240044784,627.6600000000001,8175.57,13.025475575948759,627.6600000000001,5105.719999999999,8.134531434215974,627.6600000000001
FB240044788,1245.96,16540.73,13.275490384924074,1245.96,9684.83,7.772986291694757,1245.96
FB240044791,689.46,9050.86,13.12746207176631,689.46,5634.63,8.17252632494996,689.46
FB240044858,126.33,1304.17,10.323517770917439,126.33,867.89,6.8700229557508115,126.33
FB240044860,1170.11,15558.27,13.29641657621933,1170.11,9211.15,7.872037671671895,1170.11
FB240045743,1722,15498,9,1722,8610,5,1722
FB240046335,539,7607,14.113172541743971,139,1826.4599999999998,13.139999999999999,139
FB240047436,623,6336.11,10.170321027287319,623,4541.67,7.29,623
FB240047851,490,3675,7.5,490,3430,7,490
FB240048671,3.63,56.63,15.60055096418733,3.63,28.31,7.798898071625344,3.63
FB240048904,536.952,6980.38,13.000007449455445,536.952,4295.62,8.000007449455445,536.952
FB240049171,3138.26,30064.579999999998,9.580015677477327,4846.530000000001,22722.670000000002,4.688441008309037,4846.530000000001
FB240049259,1684.38,16389.02,9.730001543594675,3368.76,14216.17,4.220000831166364,3368.76
FB240049728,1196.57,16911.47,14.13328931863577,1213.57,9004.69,7.4200004944090585,1213.57
FB240049959,169.5,2244.18,13.239999999999998,169.5,1532.28,9.04,169.5
FB240050541,88.847,1155.01,12.999988744695939,88.847,710.78,8.000045021216248,88.847
FB240051618,25.86,403.42,15.60015467904099,25.86,201.71,7.800077339520495,25.86
FB240052829,504.06,4948.92,9.818116890846328,504.06,3750.21,7.440007142006904,504.06
FB240053152,3593.846,29030.61,8.077866998196361,3593.846,18528.92,5.155735665913341,3593.846
FB240053872,1990.09,19662.09,9.88000040199187,1990.0900000000001,14117.849999999999,7.094076147309919,1990.0900000000001
FB240054464,1000,12879,12.879,946.332,16087.64,16.999995773153607,946.332
FB240054469,204,3060,15,204,2652,13,204
FB240054758,1170.008,11115.08,9.500003418780041,1170.44,6554.47,5.600005126277297,1170.44
FB240055164,582,6673,11.465635738831615,582,3933.5,6.758591065292096,582
FB240055165,127.877,1982.09,15.499972629949092,127.877,1406.65,11.000023460043638,127.877
FB240055773,178.9,2050.3,11.460592509782002,180.4,1885.5700000000002,10.452161862527717,180.4
FB240055803,173.4,2459.61,14.184602076124568,173.4,1964.68,11.33033448673587,173.4
FB240056007,177.1,1416.8,8,177.1,1239.7,7.000000000000001,177.1
FB240056153,1214,11455.97,9.43654859967051,1214,8306.58,6.842322899505766,1214
FB240056270,654.318,7851.82,12.000006113235461,654.318,5005.53,7.649995873566064,654.318
FB240056762,752,8049.92,10.70468085106383,850,6276.5999999999995,7.384235294117646,850
