"ID_FB","VOL_REEL_ABA_M3","COUT_TOTAL_ABA","COUT_ABA_TERRE_M3","VOL_REEL_DEB_M3","COUT_TOTAL_DEB","COUT_DEB_TERRE_M3","VOL_REF","COUTS_ANNEXES_TOTAL","COUTS_ANNEXES_M3","TARIF_PRESTA_TERRE_M3","TARIF_PRESTA_TERRE_TOT"
"FB230014478",98.6,1078.68,10.9399594320487,98.6,1133.9,11.5,98.6,420,4.25963488843813,26.6995943204868,2632.58
"FB230014922",9785.45,112254.85,11.471608357306,3500,15750,4.5,3500,5220,1.49142857142857,17.4630369287346,133224.85
"FB230015072",710,6908.3,9.73,710,4473,6.3,710,0,0,16.03,11381.3
"FB230015093",202.4,2392.37,11.8200098814229,202.4,1356.08,6.7,202.4,0,0,18.5200098814229,3748.45
"FB230015131",381.1,4954.3,13,381.11,2667.77,7,381.11,0,0,20,7622.07
"FB230015144",726.2,8784.68,12.0967777471771,726.2,5083.4,7,726.2,0,0,19.0967777471771,13868.08
"FB230015202",2900,29000,10,2900,17400,6,2900,0,0,16,46400
"FB230015673",136.02,1690.5,12.4283193647993,136.02,1037.88,7.63034847816498,136.02,0,0,20.0586678429643,2728.38
"FB230015700",393.56,4738.46,12.0399939018193,393.56,3089.45,7.85001016363451,393.56,0,0,19.8900040654538,7827.91
"FB230015701",428.16,5155.05,12.0400084080717,428.16,3361.06,7.85000934230194,428.16,0,0,19.8900177503737,8516.11
"FB230015923",26.484,318.87,12.0400996828274,26.46,252.43,9.5400604686319,26.46,0,0,21.5801601514593,571.3
"FB230016106",1415.723,14072.06,9.93983992631327,1272.781,8909.47,7.00000235704336,1272.781,2259.68,1.77538791041035,18.715230193767,25241.21
"FB230016391",1177.85,14715.36,12.49340747973,1177.85,8944.03,7.59352209534321,1177.85,0,0,20.0869295750732,23659.39
"FB230016410",1230.94,7118.16,5.78270265000731,1140.94,4197.49,3.67897523094992,1140.94,0,0,9.46167788095723,11315.65
"FB230016511",847.6,10552,12.4492685228882,1695.2,6707.8,3.9569372345446,1695.2,0,0,16.4062057574328,17259.8
"FB230017280",642.71,8027.45,12.4900032674145,642.71,4016.94,6.25000388977922,642.71,0,0,18.7400071571938,12044.39
"FB230017874",830,11454,13.8,830,5644,6.8,830,0,0,20.6,17098
"FB230017876",246.638,3265.49,13.2400116770327,246.638,2471.31,10.0199888095103,246.638,0,0,23.260000486543,5736.8
"FB230017907",500.5,5518.72,11.0264135864136,812.06,2934.74,3.61394478240524,812.06,0,0,14.6403583688188,8453.46
"FB230017939",1385.88,7557.14,5.4529540797183,1385.88,5398.02,3.89501255519958,1385.88,0,0,9.34796663491789,12955.16
"FB230018000",1143.15,14693.64,12.8536412544286,1143.15,8854.06,7.7453177623234,1143.15,0,0,20.598959016752,23547.7
"FB230018001",892.95,11453.77,12.826888403606,892.95,6929.54,7.76027773111596,892.95,0,0,20.587166134722,18383.31
"FB230018004",187.69,2470,13.1599978688263,187.69,1289.43,6.86999840161969,187.69,0,0,20.029996270446,3759.43
"FB230018060",1134,10818.36,9.54,1134,6361.74,5.61,1134,0,0,15.15,17180.1
"FB230018260",317.9,3737.02,11.7553318653665,317.9,2278.04,7.16590122680088,317.9,0,0,18.9212330921673,6015.06
"FB230018379",717.792,7895.71,10.9999972136775,717.792,5742.34,8.000005572645,717.792,1435.58,1.999994427355,20.9999972136775,15073.63
"FB230019186",73.58,846.87,11.5095134547431,73.58,537.49,7.30483827126937,73.58,0,0,18.8143517260125,1384.36
"FB230020997",765.64,9325.97,12.1806201347892,765.64,5383.41,7.03125489786323,765.64,0,0,19.2118750326524,14709.38
"FB230020998",426.65,4525.21,10.6063752490332,426.65,2826.25,6.62428219852338,426.65,0,0,17.2306574475565,7351.46
"FB230020999",1009.28,10745.03,10.6462329581484,1009.28,7357.65,7.28999881103361,1009.28,0,0,17.936231769182,18102.68
"FB230021077",562.23,6474.98,11.5166035252477,562.23,4111.14,7.31220319086495,562.23,0,0,18.8288067161126,10586.12
"FB230021140",504,6239.52,12.38,630,5770.8,9.16,630,600,0.952380952380952,22.492380952381,12610.32
"FB230021141",400,5628,14.07,394,3014.1,7.65,394,0,0,21.72,8642.1
"FB230022939",906.98,11600.88,12.7906679309356,925.43,7071.26,7.64105334817328,925.43,4120,4.45198448288904,24.8837057619979,22792.14
"FB230022954",218,2071,9.5,218,1220.8,5.6,218,0,0,15.1,3291.8
"FB230022976",415.5,4483.4,10.7903730445247,420.2,3155.95,7.51059019514517,420.2,0,0,18.3009632396698,7639.35
"FB230023021",360,3441.6,9.56,360,2926.8,8.13,360,0,0,17.69,6368.4
"FB230023294",3633.8,26005.27,7.15649457867797,3633.8,20385.62,5.61000055038802,3633.8,0,0,12.766495129066,46390.89
"FB230023306",1290,13301.97,10.3116046511628,1290,9404.1,7.29,1290,0,0,17.6016046511628,22706.07
"FB230023443",960.101,24002.53,25.0000052077854,NA,NA,NA,NA,0,0,NA,NA
"FB230024253",1024.12,10359.84,10.1158457993204,1024.12,5745.31,5.60999687536617,1024.12,0,0,15.7258426746866,16105.15
"FB230024276",3058.31,29396.09,9.61187387805684,3058.31,20802.24,6.8018742377326,3058.31,0,0,16.4137481157894,50198.33
"FB230024688",22.94,350.98,15.2999128160418,22.94,175.49,7.64995640802092,22.94,0,0,22.9498692240628,526.47
"FB230025545",14.98,229.19,15.2997329773031,14.98,114.6,7.6502002670227,14.98,0,0,22.9499332443258,343.79
"FB230026359",47.517,557.85,11.7400088389419,47.52,422.45,8.88994107744108,47.52,0,0,20.6299499163829,980.3
"FB230027132",709.5,7165.95,10.1,709.5,3980.3,5.61000704721635,709.5,0,0,15.7100070472163,11146.25
"FB230027166",2754.67,33146.94,12.0329985079883,2754.67,25252.13,9.16702545132448,2754.67,0,0,21.2000239593127,58399.07
"FB230028145",2820,30215.58,10.7147446808511,2844,19197,6.75,2844,0,0,17.4647446808511,49412.58
"FB230028149",375.166,4314.41,11.5000026654867,355.166,4084.41,11.5000028155848,355.166,0,0,23.0000054810716,8398.82
"FB230028351",345.79,4412.24,12.7598831660835,345.79,2573.65,7.44281211139709,345.79,0,0,20.2026952774806,6985.89
"FB230028616",314.89,4093.57,13,314.89,3463.79,11,314.89,0,0,24,7557.36
"FB230028619",171.574,2230.46,12.9999883432222,171.574,1887.31,10.9999766864443,171.574,0,0,23.9999650296665,4117.77
"FB230028631",47.846,622,13.0000418007775,47.846,622,13.0000418007775,47.846,0,0,26.000083601555,1244
"FB230029637",1057.7,10458.21,9.88769027134348,1057.7,5933.7,5.61000283634301,1057.7,0,0,15.4976931076865,16391.91
"FB230029671",211.919,2805.81,13.2400115138331,211.919,2123.43,10.0200076444302,211.919,0,0,23.2600191582633,4929.24
"FB230029675",400,6188,15.47,562,4968.08,8.84,562,0,0,24.31,11156.08
"FB230030088",194.77,2652.77,13.6200133490784,194.77,1990.55,10.2200030805566,194.77,0,0,23.840016429635,4643.32
"FB230030115",915,13395.6,14.64,915,6569.7,7.18,915,0,0,21.82,19965.3
"FB230030247",1983.62,18923.73,9.53999758018169,1983.62,14460.59,7.29000010082576,1983.62,0,0,16.8299976810075,33384.32
"FB230030249",1506.72,14466.51,9.60132605925454,1506.72,10983.99,7.29000079643198,1506.72,0,0,16.8913268556865,25450.5
"FB230030395",768.78,7764.68,10.1000026015245,768.78,4312.86,5.61000546320144,768.78,0,0,15.7100080647259,12077.54
"FB230030796",1005.666,12108.22,12.0400013523377,1005.666,9594.05,9.53999638050804,1005.666,0,0,21.5799977328457,21702.27
"FB230030797",580,8160.6,14.07,580,4518.2,7.79,580,0,0,21.86,12678.8
"FB230030984",13,184.99,14.23,12.476,112.03,8.97964091054825,12.476,0,0,23.2096409105483,297.02
"FB230031054",964.65,12854.17,13.3252163997305,1929.3,8181.96,4.24089566163894,1929.3,0,0,17.5661120613694,21036.13
"FB230031158",32,455.36,14.23,33.016,296.48,8.97988853889024,33.016,0,0,23.2098885388902,751.84
"FB230032329",1779.21,21109.25,11.8643948718813,1779.21,12376.48,6.95616593881554,1779.21,0,0,18.8205608106969,33485.73
"FB230032331",678.28,7109.1,10.4810697646989,678.28,4944.67,7.29001297399304,678.28,0,0,17.771082738692,12053.77
"FB230032332",323.93,3442.1,10.6260611860587,323.93,2410.04,7.44000246966937,323.93,0,0,18.0660636557281,5852.14
"FB230033830",1391.25,22399.13,16.1000035938904,1391.25,9738.75,7,1391.25,0,0,23.1000035938904,32137.88
"FB230033849",562.847,6675.37,11.8600081372025,562.847,4429.61,7.87000730216204,562.847,1125.69,1.99999289327295,21.7300083326375,12230.67
"FB230034346",707.7,7147.77,10.1,707.7,3970.2,5.61000423908436,707.7,0,0,15.7100042390844,11117.97
"FB230034482",2360.45,23738.85,10.0569171132623,4720.9,18746.21,3.97089749835836,4720.9,0,0,14.0278146116207,42485.06
"FB230034517",1245.14,15817.49,12.7033827521403,1245.14,9307.11,7.47474982732865,1245.14,0,0,20.178132579469,25124.6
"FB230034848",678.44,5427.52,8,NA,NA,NA,NA,0,0,NA,NA
"FB230034863",4383.188,36230.46,8.26577824177288,4202.608,25215.65,6.00000047589497,4202.608,0,0,14.2657787176678,61446.11
"FB230035078",1805.26,20832.7,11.5399997784253,1500,22575,15.05,1500,0,0,26.5899997784253,43407.7
"FB230035279",217.45,2350.79,10.8107151069211,217.45,1585.21,7.28999770062083,217.45,0,0,18.100712807542,3936
"FB230035287",2452.84,17277.44,7.04385120921055,2452.84,9651.92,3.93499779847034,2452.84,0,0,10.9788490076809,26929.36
"FB230035535",109.55,1137.07,10.3794614331356,109.55,815.05,7.43998174349612,109.55,0,0,17.8194431766317,1952.12
"FB230035542",1095.58,12093.87,11.038783110316,1095.58,8151.11,7.4399952536556,1095.58,0,0,18.4787783639716,20244.98
"FB230037899",1953.8,18639.25,9.53999897635377,1953.8,11472.16,5.87171665472413,1953.8,0,0,15.4117156310779,30111.41
"FB230038654",755.178,9092.34,12.0399958685237,755.178,7204.4,9.5400024894793,755.178,0,0,21.579998358003,16296.74
"FB230040067",620,6032.6,9.73,620,3906,6.3,620,0,0,16.03,9938.6
"FB230040804",1592.64,18000.56,11.3023407675306,1592.64,11849.25,7.4400052742616,1592.64,0,0,18.7423460417922,29849.81
"FB230040814",564.17,6183.79,10.9608628604853,564.17,4231.28,7.50000886257688,564.17,0,0,18.4608717230622,10415.07
"FB230040826",1018.35,11440.02,11.2338783325968,1018.35,7637.63,7.50000490990328,1018.35,0,0,18.7338832425001,19077.65
"FB230041385",1974.6,10751.87,5.44508761268105,1974.6,7977.55,4.04008406765927,1974.6,0,0,9.48517168034032,18729.42
"FB230041564",560.73,7526.95,13.423483673069,560.73,4476.61,7.98353931482175,560.73,0,0,21.4070229878908,12003.56
"FB230041758",716.95,8632.08,12.0400027895948,716.95,5628.06,7.85000348699351,716.95,0,0,19.8900062765883,14260.14
"FB230041762",600.45,6870.88,11.4428845032892,600.45,4236.87,7.05615788158881,600.45,0,0,18.499042384878,11107.75
"FB230043072",3640.9,36458.59,10.0136202587272,3640.9,20659.37,5.67424812546348,3640.9,0,0,15.6878683841907,57117.96
"FB230043591",1543.9,19344.96,12.5299306949932,1543.9,11691.74,7.57286093658916,1543.9,0,0,20.1027916315824,31036.7
"FB230043592",784.49,10086.51,12.8574105469796,784.49,6074.47,7.74320896378539,784.49,0,0,20.600619510765,16160.98
"FB230043612",257.99,3276.47,12.6999883716423,257.99,2118.1,8.21000813985038,257.99,0,0,20.9099965114927,5394.57
"FB230043617",1102.06,14223.25,12.9060577464022,1102.06,8503.53,7.71603179500209,1102.06,0,0,20.6220895414043,22726.78
"FB230043624",12.08,184.82,15.2996688741722,12.08,92.41,7.64983443708609,12.08,0,0,22.9495033112583,277.23
"FB230043629",112.67,1394.85,12.3799591728055,112.67,902.49,8.01002928907429,112.67,0,0,20.3899884618798,2297.34
"FB230043635",149.56,1800.7,12.0399839529286,149.56,1174.05,7.85002674511902,149.56,0,0,19.8900106980476,2974.75
"FB230043638",27.45,419.99,15.3001821493625,27.45,209.99,7.64990892531876,27.45,0,0,22.9500910746812,629.98
"FB230043642",643.29,8151.55,12.6716566400846,643.29,4819.97,7.49268603584697,643.29,0,0,20.1643426759315,12971.52
"FB230043653",259.54,3296.16,12.7000077059413,259.54,2130.82,8.20998689989982,259.54,0,0,20.9099946058411,5426.98
"FB230043788",140.09,2143.38,15.3000214148048,140.09,1071.69,7.65001070740238,140.09,0,0,22.9500321222072,3215.07
"FB230045111",164.058,2093.38,12.7599995123676,164.058,1435.51,8.75001523851321,164.058,328.12,2.00002438162113,23.5100391325019,3857.01
"FB230045481",171.73,2268.31,13.2085832411343,171.73,1296.04,7.54696325627439,171.73,0,0,20.7555464974087,3564.35
"FB230045486",1422.33,18416.5,12.9481203377557,1422.33,10941.3,7.6925186138238,1422.33,0,0,20.6406389515794,29357.8
"FB230046328",143,1947.66,13.62,143,1431.43,10.01,143,0,0,23.63,3379.09
"FB230046336",340.28,5818.79,17.1000058775126,340.28,2518.07,7.39999412248736,340.28,0,0,24.5,8336.86
"FB230048594",516.3,5994.24,11.6099941894248,516.3,3252.69,6.3,516.3,0,0,17.9099941894248,9246.93
"FB230049604",455,4904.9,10.78,455,2852.85,6.27,455,0,0,17.05,7757.75
"FB230050020",39.18,599.45,15.2998979070955,39.18,299.73,7.65007656967841,39.18,0,0,22.9499744767739,899.18
"FB230050459",1515.9,19548.55,12.8956725377663,1515.9,10208.57,6.73432944125602,1515.9,0,0,19.6300019790224,29757.12
"FB230050466",1681.42,21588.47,12.8394273887547,1681.42,11417.8,6.79056987546241,1681.42,0,0,19.6299972642172,33006.27
"FB230052410",16.41,251.07,15.2998171846435,16.41,125.54,7.65021328458257,16.41,0,0,22.9500304692261,376.61
"FB230052536",2079.4,23892.31,11.4900019236318,2109.6,14387.47,6.81999905195298,2109.6,0,0,18.3100009755848,38279.78
"FB230052662",597.727,8511.63,14.2399958509487,597.727,6138.66,10.2700062068469,597.727,0,0,24.5100020577956,14650.29
"FB230052666",566.673,7650.09,13.5000079410877,566.676,5406.09,9.54000169408974,566.676,0,0,23.0400096351775,13056.18
"FB230052667",600,8442,14.07,380,2907,7.65,380,0,0,21.72,11349
"FB230052942",860,9270.8,10.78,860,5392.2,6.27,860,0,0,17.05,14663
"FB230053301",2707,25877.01,9.55929442186923,2707,15184.18,5.60922792759512,2707,0,0,15.1685223494644,41061.19
"FB230054231",396.196,4651.34,11.7399973750366,396.196,3961.96,10,396.196,0,0,21.7399973750366,8613.3
"FB230054475",817.119,9767.87,11.9540360706335,817.119,9767.87,11.9540360706335,817.119,0,0,23.9080721412671,19535.74
"FB230054599",2000,29250,14.625,2000,56000,28,2000,6100,3.05,45.675,91350
"FB230054915",118,1248.44,10.58,118,660.8,5.6,118,0,0,16.18,1909.24
"FB230055143",388.085,4657.02,12,388,4787.92,12.34,388,0,0,24.34,9444.94
"FB230055858",154.35,2083.73,13.5000323939099,154.35,2083.73,13.5000323939099,154.35,0,0,27.0000647878199,4167.46
"FB230056136",287.1,2960.26,10.3109021246952,287.1,2408.97,8.39070010449321,287.1,0,0,18.7016022291884,5369.23
"FB230056137",225.4,2484.59,11.0230257320319,225.4,1994.58,8.84906832298137,225.4,2877.5,12.7661934338953,32.6382874889086,7356.67
"FB230056454",382,3820,10,382,2483,6.5,382,0,0,16.5,6303
"FB230056485",454,6265.2,13.8,454,3087.2,6.8,454,0,0,20.6,9352.4
"FB230056803",426.95,5371.03,12.5799976578054,426.95,3897.39,9.12844595385876,426.95,805,1.8854666822813,23.5939102939454,10073.42
"FB230057027",60.336,965.38,16.0000662954124,60.336,965.38,16.0000662954124,60.336,0,0,32.0001325908247,1930.76
"FB230057028",903.38,10425.01,11.5400053133786,1487,17918.35,12.05,1487,1310,0.880968392737055,24.4709737061157,29653.36
"FB230057046",1067.8,12450.55,11.6600018730099,1067.8,8542.4,8,1067.8,0,0,19.6600018730099,20992.95
"FB230057066",100,1424,14.24,92.8,580,6.25,92.8,0,0,20.49,2004
"FB230057067",88.4,1170.42,13.2400452488688,88.4,799.14,9.04004524886878,88.4,0,0,22.2800904977376,1969.56
"FB230057651",891.52,9339.31,10.4757156317301,891.52,6499.18,7.28999910265614,891.52,0,0,17.7657147343862,15838.49
"FB230058145",274.5,3266.55,11.9,316.7,2524.88,7.97246605620461,316.7,687.5,2.17082412377644,22.0432901799811,6478.93
"FB230058471",195,1969.5,10.1,195,1093.95,5.61,195,0,0,15.71,3063.45
"FB230058480",2954,28360.92,9.60085308056872,2954,17436.72,5.90274881516588,2954,0,0,15.5036018957346,45797.64
"FB230058958",65.29,998.94,15.3000459488436,65.29,499.47,7.65002297442181,65.29,0,0,22.9500689232654,1498.41
"FB230058961",58.63,897.04,15.3000170561146,58.63,448.52,7.65000852805731,58.63,0,0,22.9500255841719,1345.56
"FB230059066",870.2,10285.76,11.8199954033556,870.2,6091.4,7,870.2,0,0,18.8199954033555,16377.16
"FB230059587",565,7243.3,12.82,775,6002.5,7.74516129032258,775,910,1.1741935483871,21.7393548387097,14155.8
"FB230060046",275.4,3199.75,11.6185548293391,275.3,2762.09,10.0330185252452,275.3,1712.5,6.22048674173629,27.8720600963206,7674.34
"FB230060770",137.7,1781.84,12.9400145243282,137.7,1229.66,8.92999273783588,137.7,150,1.08932461873638,22.9593318809005,3161.5
"FB230061085",1073.512,9052.12,8.4322485449627,1073.512,6612.84,6.1600056636535,1073.512,0,0,14.5922542086162,15664.96
"FB230061132",3125.638,31084.59,9.94503842095598,3125.638,18753.83,6.00000063986936,3125.638,0,0,15.9450390608253,49838.42
"FB230061302",61.36,807.5,13.1600391134289,61.36,605.01,9.86000651890482,61.36,0,0,23.0200456323338,1412.51
"FB230061921",1345.58,7841.23,5.82739785074094,2018.37,5678.63,2.81347324821514,2018.37,0,0,8.64087109895609,13519.86
"FB230062113",166,2128.12,12.82,355,3359.79,9.46419718309859,355,60,0.169014084507042,22.4532112676056,5547.91
"FB230062161",1490.65,20952.98,14.0562707543689,1632.83,12672.99,7.76136523704244,1632.83,632.5,0.387364269397304,22.2050002608086,34258.47
"FB230062234",2409,22981.86,9.54,2409,13514.49,5.61,2409,0,0,15.15,36496.35
"FB230062369",293.146,3921.99,13.3789647479413,143.146,1606.1,11.2200131334442,143.146,0,0,24.5989778813855,5528.09
"FB230062371",107.347,1570.49,14.6300315798299,107.347,983.3,9.16001378706438,107.347,0,0,23.7900453668943,2553.79
"FB230062373",168.027,2352.38,14.0000119028489,168.027,1885.26,11.219982502812,168.027,0,0,25.219994405661,4237.64
"FB230062375",196.109,2745.53,14.0000203968201,196.109,2200.34,11.219984804369,196.109,0,0,25.2200052011891,4945.87
"FB230062678",23.26,355.88,15.3000859845228,23.26,177.94,7.65004299226139,23.26,0,0,22.9501289767842,533.82
"FB230063182",1475.28,17142.74,11.619990781411,1345.28,9793.79,7.28011269029496,1345.28,1720,1.27854424357755,20.1786477152835,28656.53
"FB230063271",858.09,10102.62,11.7733804146418,843.56,5674.86,6.72727488264024,843.56,990,1.1735976101285,19.6742529074106,16767.48
"FB230063301",312.29,3931.73,12.589996477633,418.23,2429.37,5.80869378093394,418.23,0,0,18.3986902585669,6361.1
"FB230063590",3.95,60.44,15.3012658227848,3.95,30.22,7.6506329113924,3.95,0,0,22.9518987341772,90.66
"FB230063596",587.05,6915.99,11.7809215569372,587.05,4177.85,7.11668512051784,587.05,0,0,18.8976066774551,11093.84
"FB230063626",1374,13186.36,9.5970596797671,1374,7786.54,5.6670596797671,1374,0,0,15.2641193595342,20972.9
"FB230063816",37.29,448.97,12.0399570930544,37.29,292.73,7.85009385894342,37.29,0,0,19.8900509519979,741.7
"FB230063988",938.18,9918.48,10.5720437442708,1652.44,6965.04,4.21500326789475,1652.44,0,0,14.7870470121656,16883.52
"FB230063990",110.2,1194.57,10.8400181488203,110.2,803.36,7.29001814882033,110.2,0,0,18.1300362976407,1997.93
"FB230064725",150.89,1741.85,11.5438398833587,150.89,1397.93,9.26456358936974,150.89,0,0,20.8084034727285,3139.78
"FB230064732",219.79,2195.07,9.98712407297875,219.76,1725.92,7.85365853658536,219.76,0,0,17.8407826095641,3920.99
"FB230064897",675,6750,10,675,4050,6,675,2700,4,20,13500
"FB230065996",592.8,7404.07,12.4899966261808,592.8,4112.03,6.93662280701754,592.8,0,0,19.4266194331984,11516.1
"FB230066128",399.2,4306.28,10.7872745490982,118.2,937.61,7.9324027072758,118.2,0,0,18.719677256374,5243.89
"FB230066946",685.009,8220.11,12.0000029196697,684.916,7301.21,10.6600079425798,684.916,0,0,22.6600108622495,15521.32
"FB230067430",55.84,2512.8,45,81.78,531.57,6.5,81.78,0,0,51.5,3044.37
"FB230067539",557.85,5939.46,10.6470556601237,557.85,3679.88,6.59654028860805,557.85,0,0,17.2435959487317,9619.34
"FB230067549",69.58,1064.57,15.2999425122162,69.58,532.29,7.65004311583788,69.58,0,0,22.949985628054,1596.86
"FB230067565",243.37,3131.47,12.8671159140404,243.37,1920.01,7.88926326170029,243.37,0,0,20.7563791757406,5051.48
"FB230067864",65,825.5,12.7,130,591.5,4.55,130,0,0,17.25,1417
"FB230067869",542.41,6974.58,12.8585018712782,542.41,4199.66,7.74259324127505,542.41,0,0,20.6010951125532,11174.24
"FB230068664",238,2513.28,10.56,238,2208.64,9.28,238,0,0,19.84,4721.92
"FB230068674",2580.3,25501.42,9.88312211758322,2580.3,15360.84,5.95312173003139,2580.3,0,0,15.8362438476146,40862.26
"FB230068713",474.1,5702.56,12.0281797089222,476.7,3924.03,8.23165512901196,476.7,2877.5,6.03629116844976,26.2961260063839,12504.09
"FB230068757",549.9,7118.25,12.9446262956901,575.4,5253.79,9.13067431352103,575.4,5797.5,10.0755995828989,32.15090019211,18169.54
"FB230069124",658.42,7014.06,10.6528659518241,658.42,4898.64,7.43999270982048,658.42,0,0,18.0928586616445,11912.7
"FB230069125",289.58,3064.63,10.583016782927,289.58,2154.48,7.44001657573037,289.58,0,0,18.0230333586574,5219.11
"FB230069126",657.44,7177.66,10.9175894378194,657.44,4438.79,6.75162752494524,657.44,0,0,17.6692169627647,11616.45
"FB230069285",340,4821.2,14.18,340,3308.2,9.73,340,0,0,23.91,8129.4
"FB230069605",547.7,5850.57,10.6820704765383,547.7,3072.6,5.61000547745116,547.7,0,0,16.2920759539894,8923.17
"FB230070378",7677,70097,9.13078025270288,7677,47857,6.23381529243194,7677,0,0,15.3645955451348,117954
"FB230070884",24.26,371.18,15.3000824402308,24.26,185.59,7.65004122011542,24.26,0,0,22.9501236603463,556.77
"FB230071269",144.808,2118.54,14.6299928180763,144.808,1658.05,11.4499889508867,144.808,0,0,26.079981768963,3776.59
"FB230071361",1100.208,14904.84,13.547292875529,1100.208,10528.97,9.56998131262452,1100.208,1100.21,1.00000181783808,24.1172760059916,26534.02
"FB230071365",1041.92,12652.88,12.1438114250614,1041.92,7405.85,7.10788736179361,1041.92,0,0,19.251698786855,20058.73
"FB230071608",208.25,2680.95,12.8737094837935,208.25,1610.62,7.73406962785114,208.25,0,0,20.6077791116447,4291.57
"FB230071688",298.3,3747.53,12.5629567549447,301.5,2380.83,7.89661691542288,301.5,0,0,20.4595736703676,6128.36
"FB230071689",185.5,1725.15,9.3,192,1530.24,7.97,192,0,0,17.27,3255.39
"FB230071774",249.01,2560.97,10.2846070438938,498.02,1787.71,3.5896349544195,498.02,0,0,13.8742419983133,4348.68
"FB230071775",735.21,8257.31,11.2312264523061,735.21,5514.08,7.50000680077801,735.21,0,0,18.7312332530841,13771.39
"FB230071785",680.7,8330.29,12.2378287057441,680.7,4705.11,6.91216394887616,680.7,0,0,19.1499926546202,13035.4
"FB230071788",223.94,1295.45,5.78480843082969,223.94,945.02,4.21996963472359,223.94,0,0,10.0047780655533,2240.47
"FB230071820",216,2328.48,10.78,216,1354.32,6.27,216,0,0,17.05,3682.8
"FB230071891",427.59,4661.82,10.9025468322458,427.59,3176.99,7.42999134685096,427.59,0,0,18.3325381790968,7838.81
"FB230072351",499.29,6475.87,12.9701576238258,499.29,3834.65,7.68020589236716,499.29,0,0,20.650363516193,10310.52
"FB230072364",378.5,4806.95,12.7,378.5,3107.49,8.21001321003963,378.5,0,0,20.9100132100396,7914.44
"FB230072366",336.97,4337.23,12.8712645042585,336.97,2606.62,7.73546606522836,336.97,0,0,20.6067305694869,6943.85
"FB230072373",330.67,4093.69,12.3799860888499,330.67,2648.67,8.01000997973811,330.67,0,0,20.389996068588,6742.36
"FB230072377",446.29,5525.07,12.3799995518609,446.29,3574.78,8.00999350198301,446.29,0,0,20.3899930538439,9099.85
"FB230072908",1997,19812.31,9.92103655483225,1997,11475.51,5.74637456184276,1997,0,0,15.667411116675,31287.82
"FB230074175",278,3356.88,12.0751079136691,278,3336,12,278,0,0,24.0751079136691,6692.88
"FB230074356",265,2528.1,9.54,265,1486.65,5.61,265,0,0,15.15,4014.75
"FB230075437",613.1,7295.89,11.9,312,1956.24,6.27,312,2637.5,8.45352564102564,26.6235256410256,11889.63
"FB230075443",362.14,4225.87,11.6691610979179,390.14,2821.32,7.23155790229148,390.14,0,0,18.9007190002094,7047.19
"FB230075682",1246.298,30913.73,24.8044448438495,NA,NA,NA,NA,0,0,NA,NA
"FB230075859",818,7987.4,9.76454767726161,818,4772.66,5.83454767726161,818,0,0,15.5990953545232,12760.06
"FB230076279",319.63,3237.85,10.1299940556268,319.63,2378.05,7.4400087601289,319.63,0,0,17.5700028157557,5615.9
"FB230077318",550,5247,9.54,550,3085.5,5.61,550,0,0,15.15,8332.5
"FB240000837",1555.98,20443.57,13.1387100091261,1555.98,10722.72,6.89129680330081,1555.98,0,0,20.0300068124269,31166.29
"FB240000843",751.63,9961.69,13.2534491704695,233.55,1898.76,8.12999357739242,233.55,0,0,21.3834427478619,11860.45
"FB240001057",114.166,1552.66,13.6000210220206,114.166,1045.76,9.15999509486187,114.166,0,0,22.7600161168824,2598.42
"FB240001059",474,6446.4,13.6,474,4341.84,9.16,474,0,0,22.76,10788.24
"FB240001061",496.68,6764.78,13.61999677861,500,5040,10.08,500,0,0,23.69999677861,11804.78
"FB240001224",1879.317,27463.73,14.6136761387249,854.26,6535.09,7.6500011706038,854.26,20762.84,24.3050593496125,46.5687366589412,54761.66
"FB240001225",1455,16447.2,11.3039175257732,NA,NA,NA,NA,0,0,NA,NA
"FB240001226",1352.849,17193.4,12.7090310892051,793.862,6073.04,7.64999458344145,793.862,6330,7.97367804479872,28.3327037174452,29596.44
"FB240003619",39.33,613.55,15.6000508517671,39.33,306.77,7.7998982964658,39.33,0,0,23.3999491482329,920.32
"FB240004149",485,6659.05,13.73,485,2774.2,5.72,485,0,0,19.45,9433.25
"FB240004275",1274.14,13415.75,10.5292589511357,1772.88,9978.35,5.62832791841523,1772.88,0,0,16.1575868695509,23394.1
"FB240004557",671.139,11677.82,17.400002086006,671.139,4697.97,6.99999552998708,671.139,0,0,24.3999976159931,16375.79
"FB240004589",270.32,2630.21,9.72998668245043,270.32,2011.18,7.43999704054454,270.32,0,0,17.169983722995,4641.39
"FB240004593",987.51,10868.61,11.0060758878391,987.51,7406.33,7.50000506323987,987.51,0,0,18.506080951079,18274.94
"FB240004597",592.07,6259.12,10.5715878190079,592.07,4405,7.43999864880842,592.07,0,0,18.0115864678163,10664.12
"FB240004598",955.57,10403.1,10.8868005483638,955.57,6471.57,6.77247088125412,955.57,0,0,17.6592714296179,16874.67
"FB240004684",571.77,7534.83,13.1780785980377,571.77,4643.87,8.12191965300733,571.77,0,0,21.299998251045,12178.7
"FB240004691",747.92,9603.56,12.8403572574607,747.92,5798.43,7.75274093485934,747.92,0,0,20.59309819232,15401.99
"FB240004693",363.41,4750.8,13.0728378415564,363.41,2938.96,8.08717426598057,363.41,0,0,21.1600121075369,7689.76
