"ID_FB","VOL_REEL_ABA_M3","COUT_TOTAL_ABA","COUT_ABA_TERRE_M3","VOL_REEL_DEB_M3","COUT_TOTAL_DEB","COUT_DEB_TERRE_M3","VOL_REF","COUTS_ANNEXES_TOTAL","COUTS_ANNEXES_M3","TARIF_PRESTA_TERRE_M3","TARIF_PRESTA_TERRE_TOT"
"FB240004697",619.79,8141.75,13.1363042320786,619.79,5059.78,8.16370060827054,619.79,0,0,21.3000048403492,13201.53
"FB240005957",504.7,5884.8,11.6599960372499,504.7,3255.32,6.45000990687537,504.7,1760,3.48722013077075,21.597226074896,10900.12
"FB240008804",180,1828.77,10.1598333333333,180,1313.96,7.29977777777778,180,0,0,17.4596111111111,3142.73
"FB240008843",785.52,3010.09,3.83197117832773,785.52,2340.85,2.98000050921682,785.52,0,0,6.81197168754456,5350.94
"FB240008877",959.36,9334.57,9.72999708138759,959.36,7137.64,7.44000166777852,959.36,0,0,17.1699987491661,16472.21
"FB240008951",1669,24434.16,14.64,1669,11983.42,7.18,1669,0,0,21.82,36417.58
"FB240009219",250.07,3280.08,13.1166473387452,250.07,2011.41,8.04338785140161,250.07,0,0,21.1600351901468,5291.49
"FB240009289",1752.94,13367.54,7.62578297032414,876.47,5024.02,5.73210720275651,876.47,438,0.499731879014684,13.8576220520953,18829.56
"FB240009822",561.67,6627.71,11.8000071216195,561.67,4212.53,7.50000890202432,561.67,0,0,19.3000160236438,10840.24
"FB240010037",502.91,6577.89,13.0796563997534,502.91,4020.7,7.99486985742976,502.91,0,0,21.0745262571832,10598.59
"FB240010052",746.27,10185.58,13.6486526324253,746.27,6388.87,8.5610703900733,746.27,0,0,22.2097230224986,16574.45
"FB240010630",1322.34,16688.27,12.6202565149659,1319.9,19864.5,15.0500037881658,1319.9,0,0,27.6702603031317,36552.77
"FB240011200",118.091,1362.77,11.5399988144736,NA,NA,NA,NA,0,0,NA,NA
"FB240011249",88.45,884.5,10,88.45,619.15,7,88.45,0,0,17,1503.65
"FB240012268",452.82,4754.61,10.5,452.82,3396.15,7.5,452.82,0,0,18,8150.76
"FB240012302",2112.6,11334.1,5.36500047335037,1056.3,7256.78,6.86999905329925,1056.3,0,0,12.2349995266496,18590.88
"FB240012303",381.05,3775.16,9.90725626558194,381.05,2685.36,7.04726413856449,381.05,0,0,16.9545204041464,6460.52
"FB240012306",206.8,2025.63,9.79511605415861,206.8,1434.18,6.93510638297872,206.8,0,0,16.7302224371373,3459.81
"FB240012307",282.46,1562.82,5.53288961268852,282.46,1129.85,4.00003540324294,282.46,0,0,9.53292501593146,2692.67
"FB240012309",1607.39,15816.95,9.84014458221092,3214.78,12827.21,3.99007397084715,3214.78,0,0,13.8302185530581,28644.16
"FB240012311",718.48,6990.81,9.72999944326912,718.48,5345.49,7.43999832980737,718.48,0,0,17.1699977730765,12336.3
"FB240012313",81.51,856.76,10.5111029321556,81.51,606.44,7.4400687032266,81.51,0,0,17.9511716353822,1463.2
"FB240012323",1088.34,11533,10.5968723009354,1088.34,7772.93,7.14200525571053,1088.34,0,0,17.7388775566459,19305.93
"FB240012626",1741.89,16948.59,9.73000017222672,1741.89,12959.66,7.4399990814575,1741.89,0,0,17.1699992536842,29908.25
"FB240013230",12.79,199.52,15.5996872556685,12.79,99.76,7.79984362783425,12.79,0,0,23.3995308835027,299.28
"FB240015580",235,3290,14,235,1473.45,6.27,235,0,0,20.27,4763.45
"FB240015581",827,10961,13.2539298669891,827,6567.28,7.94108827085852,827,2225,2.69044740024184,23.8854655380895,19753.28
"FB240016902",856.63,10017.35,11.6939051866033,856.63,6364.76,7.42999894937137,856.63,0,0,19.1239041359747,16382.11
"FB240017174",60.21,745.4,12.3800033217074,60.21,482.28,8.00996512207274,60.21,0,0,20.3899684437801,1227.68
"FB240017190",706.07,9357.03,13.2522696049967,706.07,5575.87,7.89704986757687,706.07,0,0,21.1493194725735,14932.9
"FB240017333",1049.68,9614.27,9.15923900617331,610.47,4543.73,7.44300293216702,610.47,0,0,16.6022419383403,14158
"FB240018118",4180.503,60519.63,14.4766383375398,2000.206,15193.61,7.5960226096712,2000.206,1923.62,0.961710943772791,23.0343718909838,77636.86
"FB240018119",10061,92482.2,9.19214789782328,10271,59659.12,5.8085016064648,10271,3431.38,0.334084315061825,15.3347338193499,155572.7
"FB240019115",143.3,1791.25,12.5,143.3,1074.75,7.5,143.3,0,0,20,2866
"FB240021688",281,2925.21,10.41,NA,NA,NA,NA,0,0,NA,NA
"FB240021702",751.3,7513,10,751.3,4883.45,6.5,751.3,0,0,16.5,12396.45
"FB240021703",209.1,2300.1,11,209.1,1568.25,7.5,209.1,0,0,18.5,3868.35
"FB240021755",1445.6,14889.68,10.3,1445.6,8672.86,5.99948810182623,1445.6,0,0,16.2994881018262,23562.54
"FB240021770",32,414.08,12.94,32,285.76,8.93,32,0,0,21.87,699.84
"FB240021771",32.3,414.09,12.8201238390093,NA,NA,NA,NA,0,0,NA,NA
"FB240021971",285.357,3833,13.4322970875079,273.357,2460.21,8.99998902534049,273.357,820.07,2.99999634178016,25.4322824546286,7113.28
"FB240022836",239,3226.5,13.5,239,2629,11,239,0,0,24.5,5855.5
"FB240022847",72.4,951.34,13.1400552486188,72.4,951.34,13.1400552486188,72.4,0,0,26.2801104972376,1902.68
"FB240022854",182,2457,13.5,182,2184,12,182,0,0,25.5,4641
"FB240022875",708.64,9084.76,12.819993226462,508.64,3418.06,6.71999842717836,508.64,240,0.471846492607738,20.0118381462481,12742.82
"FB240023506",500,4500,9,500,3000,6,500,0,0,15,7500
"FB240023525",938,9637.6,10.2746268656716,938,5909.4,6.3,938,0,0,16.5746268656716,15547
"FB240024008",600.43,7649.24,12.7396032843129,600.43,4948.51,8.24161017937145,600.43,0,0,20.9812134636844,12597.75
"FB240024194",545.5,7058.77,12.94,545.5,5416.82,9.93000916590284,545.5,3637.5,6.66819431714024,29.5382034830431,16113.09
"FB240024195",724,8557.68,11.82,NA,NA,NA,NA,0,0,NA,NA
"FB240024198",445.5,4544.1,10.2,445.5,3029.4,6.8,445.5,0,0,17,7573.5
"FB240024199",626.5,6390.3,10.2,626.5,3946.95,6.3,626.5,0,0,16.5,10337.25
"FB240024218",996,9642,9.68072289156627,996,5976,6,996,0,0,15.6807228915663,15618
"FB240024241",480,8520,17.75,69,483,7,69,0,0,24.75,9003
"FB240024265",262.1,2550.23,9.72998855398703,262.1,1499.21,5.71999236932469,262.1,0,0,15.4499809233117,4049.44
"FB240024269",218.4,3157.6,14.4578754578755,118.4,1175.71,9.92998310810811,118.4,201.25,1.69974662162162,26.0876051876052,4534.56
"FB240024529",707.94,3988.46,5.63389552786959,707.94,2810.53,3.97001158290251,707.94,0,0,9.6039071107721,6798.99
"FB240024531",717.07,7191.4,10.0288674745841,717.07,5140.58,7.16886775349687,717.07,0,0,17.1977352280809,12331.98
"FB240024557",261.95,3242.94,12.3799961824776,261.95,2622.12,10.0100019087612,261.95,0,0,22.3899980912388,5865.06
"FB240024560",529.426,7861.98,14.8500073664686,529.426,5924.28,11.1900057798446,529.426,0,0,26.0400131463132,13786.26
"FB240024561",994.222,14152.66,14.2349093059699,994.222,7605.8,7.65000170987969,994.222,0,0,21.8849110158496,21758.46
"FB240024580",370,3600.1,9.73,370,2116.4,5.72,370,0,0,15.45,5716.5
"FB240024581",704.8,9360.43,13.2809733257662,704.8,5639.87,8.00208569807037,704.8,2357.5,3.34492054483541,24.627979568672,17357.8
"FB240024591",1156,11247.88,9.73,1156,6612.32,5.72,1156,0,0,15.45,17860.2
"FB240024595",327,3368.1,10.3,327,1870.44,5.72,327,0,0,16.02,5238.54
"FB240024596",218,2121.14,9.73,218,1246.96,5.72,218,0,0,15.45,3368.1
"FB240024677",1653,16083.69,9.73,1653,9455.16,5.72,1653,0,0,15.45,25538.85
"FB240024682",500,3125,6.25,100.18,905.63,9.04002794969056,100.18,0,0,15.2900279496906,4030.63
"FB240024683",500,7120,14.24,NA,NA,NA,NA,0,0,NA,NA
"FB240024706",368,5152,14,368,2576,7,368,0,0,21,7728
"FB240024730",718,6986.14,9.73,718,4106.96,5.72,718,0,0,15.45,11093.1
"FB240024752",495,5270.35,10.6471717171717,495,2831.4,5.72,495,0,0,16.3671717171717,8101.75
"FB240024762",434,4222.82,9.73,434,2734.2,6.3,434,0,0,16.03,6957.02
"FB240024763",800,7624,9.53,800,4480,5.6,800,0,0,15.13,12104
"FB240025058",1355,14881.62,10.9827453874539,1355,7716.82,5.69507011070111,1355,0,0,16.677815498155,22598.44
"FB240025119",600.22,6350.33,10.5800039985339,600.22,4189.54,6.98000733064543,600.22,0,0,17.5600113291793,10539.87
"FB240026459",1815.58,87147.84,48,NA,NA,NA,NA,0,0,NA,NA
"FB240026620",1101.75,10720.03,9.73000226911731,2203.5,9298.77,4.22,2203.5,0,0,13.9500022691173,20018.8
"FB240026621",138.96,1352.08,9.72999424294761,138.96,1033.86,7.43998272884283,138.96,0,0,17.1699769717904,2385.94
"FB240026794",1440.363,17413.86,12.0899106683524,555,4995,9,555,2500,4.5045045045045,25.5944151728569,24908.86
"FB240026800",1240.64,12745.63,10.273431454733,1240.64,7674.52,6.18593629094661,1240.64,0,0,16.4593677456797,20420.15
"FB240026830",2314.5,13540.86,5.85044718081659,2314.5,9258.01,4.0000043205876,2314.5,0,0,9.85045150140419,22798.87
"FB240026842",594.26,6605.26,11.1151011341837,594.26,4456.95,7.5,594.26,0,0,18.6151011341837,11062.21
"FB240027639",676.6,8032.38,11.8716819391073,676.6,5069.5,7.49261010937038,676.6,0,0,19.3642920484777,13101.88
"FB240029105",1043.9,10903.26,10.444736085832,1043.9,6350.22,6.08316888590861,1043.9,0,0,16.5279049717406,17253.48
"FB240030004",585.76,6916.89,11.8084027588091,585.76,4175.75,7.12877287626332,585.76,0,0,18.9371756350724,11092.64
"FB240030014",1171.8,18045.72,15.4,1171.8,10077.48,8.6,1171.8,0,0,24,28123.2
"FB240031614",800.9,8249.27,10.3,800.9,4581.15,5.72000249719066,800.9,0,0,16.0200024971907,12830.42
"FB240034941",296.5,3053.95,10.3,296.5,1695.98,5.72,296.5,0,0,16.02,4749.93
"FB240035540",469.71,6210.99,13.2230312320368,469.71,3793.83,8.07696238104362,469.71,0,0,21.2999936130804,10004.82
"FB240035546",681.9,6478.05,9.5,681.9,3818.64,5.6,681.9,0,0,15.1,10296.69
"FB240035558",177.3,1748.05,9.85927805978567,177.3,1080.38,6.09351381838692,177.3,0,0,15.9527918781726,2828.43
"FB240035721",84,1196.16,14.24,84,759.36,9.04,84,420,5,28.28,2375.52
"FB240035722",151.7,2160.21,14.2400131839156,151.7,1061.9,7,151.7,0,0,21.2400131839156,3222.11
"FB240036025",433.84,5646.08,13.0141987829615,433.84,3435.92,7.91978609625668,433.84,0,0,20.9339848792181,9082
"FB240036028",758.79,9944.83,13.1061690322751,758.79,6217.4,8.193834921388,758.79,0,0,21.3000039536631,16162.23
"FB240036030",1054.94,13838.37,13.1176844180712,1054.94,8484.16,8.04231520276035,1054.94,0,0,21.1599996208315,22322.53
"FB240036034",219.34,3377.83,15.3999726452084,219.34,1886.33,8.60002735479165,219.34,0,0,24,5264.16
"FB240036036",442.42,5780.22,13.0650061027982,442.42,3540.76,8.00316441390534,442.42,0,0,21.0681705167036,9320.98
"FB240036037",691.63,9872.8,14.2746844411029,691.63,5882.14,8.504749649379,691.63,0,0,22.7794340904819,15754.94
"FB240036111",579.27,6962.61,12.0196281526749,579.27,4427.48,7.64320610423464,579.27,0,0,19.6628342569096,11390.09
"FB240036116",450,2475,5.5,NA,NA,NA,NA,0,0,NA,NA
"FB240036287",363.7,4909.95,13.5,363.7,2545.9,7,363.7,0,0,20.5,7455.85
"FB240037590",198,2336,11.7979797979798,200.6,1915.28,9.54775672981057,200.6,0,0,21.3457365277904,4251.28
"FB240038368",1565.96,8715.42,5.56554445835143,782.98,5655.66,7.22324963600603,782.98,0,0,12.7887940943575,14371.08
"FB240038424",166.36,1618.68,9.72998316903102,166.36,1237.72,7.44000961769656,166.36,0,0,17.1699927867276,2856.4
"FB240038603",19.93,246.73,12.3798294029102,19.93,159.64,8.01003512293025,19.93,0,0,20.3898645258404,406.37
"FB240038831",2765,30691.5,11.1,2765,14516.25,5.25,2765,0,0,16.35,45207.75
"FB240038915",557.77,5729.65,10.2724241174678,557.77,3450.67,6.18654642594618,557.77,0,0,16.458970543414,9180.32
"FB240039146",176.58,2594.04,14.6904519198097,207.669,2078.76,10.0099677852737,207.669,0,0,24.7004197050834,4672.8
"FB240039185",64.353,876.49,13.620033254083,64.353,720.11,11.1899989122496,64.353,0,0,24.8100321663326,1596.6
"FB240039695",759.83,7772.3,10.2289985917903,759.83,4652.14,6.12260637247805,759.83,0,0,16.3516049642683,12424.44
"FB240039853",475.67,4902.94,10.3074400319549,475.67,2932.76,6.16553492967814,475.67,0,0,16.4729749616331,7835.7
"FB240039989",277.8,3333.6,12,277.8,2437.05,8.77267818574514,277.8,1425,5.12958963282937,25.9022678185745,7195.65
"FB240040057",5874.41,59180.51,10.0742900138056,5874.41,30244.87,5.14858002761128,5874.41,0,0,15.2228700414169,89425.38
"FB240040202",772.691,11049.48,14.2999983175681,772.691,11049.48,14.2999983175681,772.691,1545.38,1.99999741164321,30.5999940467794,23644.34
"FB240040542",380.2,4942.6,13,380.2,2585.36,6.8,380.2,0,0,19.8,7527.96
"FB240041251",359.46,4721.82,13.1358704723752,533.55,3036.47,5.69106925311592,533.55,0,0,18.8269397254912,7758.29
"FB240041252",317.16,4146,13.0722663639803,448.35,2668.16,5.9510650161704,448.35,0,0,19.0233313801507,6814.16
"FB240041253",602.89,7877.01,13.065418235499,847.68,5069.67,5.9806412797282,847.68,0,0,19.0460595152272,12946.68
"FB240041255",304.13,4002.35,13.1599973695459,304.13,2089.37,6.86998980699043,304.13,0,0,20.0299871765363,6091.72
"FB240041257",2083.26,14485.67,6.95336635849582,2083.26,8540.6,4.09963230705721,2083.26,0,0,11.052998665553,23026.27
"FB240041319",1282.392,15659.65,12.2112817297675,1282.392,12798.58,9.98024005140394,1282.392,0,0,22.1915217811714,28458.23
"FB240041364",1293.37,12597.35,9.73994293976202,1293.37,8898.31,6.8799415480489,1293.37,0,0,16.6198844878109,21495.66
"FB240041432",980,12779.2,13.04,980,7497,7.65,980,0,0,20.69,20276.2
"FB240041436",1680,28694.4,17.08,1680,11524.8,6.86,1680,0,0,23.94,40219.2
"FB240041463",1205.2,15901.69,13.1942333222702,1205.2,9557.16,7.92993693992698,1205.2,0,0,21.1241702621971,25458.85
"FB240041464",636.6,3524.23,5.53601947847942,318.3,2295.59,7.21203267357839,318.3,0,0,12.7480521520578,5819.82
"FB240042758",930.88,9487.61,10.192087057408,930.88,5720.02,6.14474475764868,930.88,0,0,16.3368318150567,15207.63
"FB240042759",687.17,6837.34,9.94999781713404,687.17,4322.3,6.29000101867078,687.17,0,0,16.2399988358048,11159.64
"FB240043403",727.61,7382.05,10.1456137216366,727.61,5301.09,7.28562004370473,727.61,0,0,17.4312337653413,12683.14
"FB240043481",807.18,4361.18,5.40298322555068,807.18,2690.51,3.3332218340395,807.18,0,0,8.73620505959018,7051.69
"FB240044256",8.58,133.85,15.6002331002331,8.58,66.92,7.7995337995338,8.58,0,0,23.3997668997669,200.77
"FB240044730",1748.5,16610.75,9.5,1748.5,9791.6,5.6,1748.5,0,0,15.1,26402.35
"FB240044784",627.66,8175.57,13.0254755759488,627.66,5105.72,8.13453143421597,627.66,0,0,21.1600070101647,13281.29
"FB240044788",1245.96,16540.73,13.2754903849241,1245.96,9684.83,7.77298629169476,1245.96,0,0,21.0484766766188,26225.56
"FB240044791",689.46,9050.86,13.1274620717663,689.46,5634.63,8.17252632494996,689.46,0,0,21.2999883967163,14685.49
"FB240044858",126.33,1304.17,10.3235177709174,126.33,867.89,6.87002295575081,126.33,0,0,17.1935407266683,2172.06
"FB240044860",1170.11,15558.27,13.2964165762193,1170.11,9211.15,7.8720376716719,1170.11,0,0,21.1684542478912,24769.42
"FB240045743",1722,15498,9,1722,8610,5,1722,1037.84,0.602694541231127,14.6026945412311,25145.84
"FB240046335",539,7607,14.113172541744,139,1826.46,13.14,139,0,0,27.253172541744,9433.46
"FB240047436",623,6336.11,10.1703210272873,623,4541.67,7.29,623,0,0,17.4603210272873,10877.78
"FB240047851",490,3675,7.5,490,3430,7,490,312,0.636734693877551,15.1367346938776,7417
"FB240048671",3.63,56.63,15.6005509641873,3.63,28.31,7.79889807162534,3.63,0,0,23.3994490358127,84.94
"FB240048904",536.952,6980.38,13.0000074494554,536.952,4295.62,8.00000744945545,536.952,1582.09,2.94642724116867,23.9464421400796,12858.09
"FB240049171",3138.26,30064.58,9.58001567747733,4846.53,22722.67,4.68844100830904,4846.53,0,0,14.2684566857864,52787.25
"FB240049259",1684.38,16389.02,9.73000154359468,3368.76,14216.17,4.22000083116636,3368.76,0,0,13.950002374761,30605.19
"FB240049728",1196.57,16911.47,14.1332893186358,1213.57,9004.69,7.42000049440906,1213.57,0,0,21.5532898130448,25916.16
"FB240049959",169.5,2244.18,13.24,169.5,1532.28,9.04,169.5,360,2.12389380530973,24.4038938053097,4136.46
"FB240050541",88.847,1155.01,12.9999887446959,88.847,710.78,8.00004502121625,88.847,253.81,2.85670872398618,23.8567424898984,2119.6
"FB240051618",25.86,403.42,15.600154679041,25.86,201.71,7.8000773395205,25.86,0,0,23.4002320185615,605.13
"FB240052829",504.06,4948.92,9.81811689084633,504.06,3750.21,7.4400071420069,504.06,0,0,17.2581240328532,8699.13
"FB240053152",3593.846,29030.61,8.07786699819636,3593.846,18528.92,5.15573566591334,3593.846,211.6,0.0588784271780149,13.2924810912877,47771.13
"FB240053872",1990.09,19662.09,9.88000040199187,1990.09,14117.85,7.09407614730992,1990.09,0,0,16.9740765493018,33779.94
"FB240054464",1000,12879,12.879,946.332,16087.64,16.9999957731536,946.332,0,0,29.8789957731536,28966.64
"FB240054469",204,3060,15,204,2652,13,204,0,0,28,5712
"FB240054758",1170.008,11115.08,9.50000341878004,1170.44,6554.47,5.6000051262773,1170.44,0,0,15.1000085450573,17669.55
"FB240055164",582,6673,11.4656357388316,582,3933.5,6.7585910652921,582,0,0,18.2242268041237,10606.5
"FB240055165",127.877,1982.09,15.4999726299491,127.877,1406.65,11.0000234600436,127.877,0,0,26.4999960899927,3388.74
"FB240055773",178.9,2050.3,11.460592509782,180.4,1885.57,10.4521618625277,180.4,0,0,21.9127543723097,3935.87
"FB240055803",173.4,2459.61,14.1846020761246,173.4,1964.68,11.3303344867359,173.4,0,0,25.5149365628604,4424.29
"FB240056007",177.1,1416.8,8,177.1,1239.7,7,177.1,0,0,15,2656.5
"FB240056153",1214,11455.97,9.43654859967051,1214,8306.58,6.84232289950577,1214,0,0,16.2788714991763,19762.55
"FB240056270",654.318,7851.82,12.0000061132355,654.318,5005.53,7.64999587356606,654.318,0,0,19.6500019868015,12857.35
"FB240056762",752,8049.92,10.7046808510638,850,6276.6,7.38423529411765,850,780,0.917647058823529,19.006563204005,15106.52
"FB240056766",2013,16871.5,8.38127173373075,2279,14394.5,6.31614743308469,2279,0,0,14.6974191668154,31266
"FB240057175",2326.557,22986.38,9.87999864176979,2326.557,16686.08,7.17200567190058,2326.557,0,0,17.0520043136704,39672.46
"FB240057292",774.906,9565.24,12.3437423377803,NA,NA,NA,NA,0,0,NA,NA
"FB240057304",667.635,8238.61,12.339991162836,608,7654.72,12.59,608,0,0,24.929991162836,15893.33
"FB240057321",318.831,3934.38,12.34001712506,318.831,4014.08,12.5899928175115,318.831,0,0,24.9300099425715,7948.46
"FB240057331",1143.703,10251.09,8.96306995784745,1143.703,7045.21,6.15999958031062,1143.703,0,0,15.1230695381581,17296.3
"FB240057882",1469,14678.69,9.99230088495575,1469,8679.92,5.9087270251872,1469,0,0,15.901027910143,23358.61
"FB240058243",832,7885.6,9.47788461538462,836,5964.88,7.13502392344498,836,0,0,16.6129085388296,13850.48
"FB240059564",107.94,1432.49,13.2711691680563,107.94,866.63,8.02881230313137,107.94,0,0,21.2999814711877,2299.12
"FB240059602",1810.67,18299.67,10.1065738096948,1893.732,13369.29,7.05975819176103,1893.732,0,0,17.1663320014558,31668.96
"FB240059818",2198.15,26765.94,12.1765757568865,2198.15,19686.39,8.95589018037895,2198.15,875,0.398062006687442,21.5305279439529,47327.33
"FB240060969",195.857,2867.35,14.6400179722961,195.857,2195.56,11.2100154704708,195.857,0,0,25.8500334427669,5062.91
"FB240061028",961.7,9919.36,10.3144015805345,961.7,5925.39,6.16137048975772,961.7,0,0,16.4757720702922,15844.75
"FB240061429",2988.517,25008.29,8.36812706770616,3078.689,18789.76,6.10316923859474,3078.689,0,0,14.4712963063009,43798.05
"FB240061534",1264,12039.37,9.52481803797468,1254,8142.98,6.49360446570973,1254,0,0,16.0184225036844,20182.35
"FB240061673",16.044,198.14,12.3497880827724,NA,NA,NA,NA,0,0,NA,NA
"FB240061706",452.502,4352.91,9.61964808995319,1157.672,13520.12,11.6787138325882,1157.672,1500,1.29570379174758,22.5940657142889,19373.03
"FB240062284",380,3697.4,9.73,380,2394,6.3,380,0,0,16.03,6091.4
"FB240063008",27,324,12,27,270,10,27,0,0,22,594
"FB240063993",3053,27477,9,3053,18318,6,3053,0,0,15,45795
"FB240064123",1734,48552,28,NA,NA,NA,NA,0,0,NA,NA
"FB240064178",1784.318,17361.41,9.72999767978578,1784.318,11042.37,6.18856616365469,1784.318,0,0,15.9185638434405,28403.78
"FB240064524",1160.05,13981.77,12.0527304857549,1110.05,8597.15,7.74483131390478,1110.05,1682.5,1.515697491104,21.3132592907637,24261.42
"FB240064525",313,3443,11,313,2191,7,313,0,0,18,5634
"FB240064815",230.6,2779.79,12.0545967042498,230.6,2306,10,230.6,2846.25,12.3428013876843,34.3973980919341,7932.04
"FB240065224",355,4948.7,13.94,355,3525.15,9.93,355,2610,7.35211267605634,31.2221126760563,11083.85
"FB240065904",715.237,10728.56,15.0000069906898,715.237,5885.36,8.22854522347138,715.237,0,0,23.2285522141612,16613.92
"FB240066094",9.59,149.6,15.599582898853,9.59,74.8,7.79979144942649,9.59,0,0,23.3993743482795,224.4
"FB240066521",129.12,1678.56,13,204.9,1639.2,8,204.9,0,0,21,3317.76
"FB240067130",540.3,5451.63,10.0900055524709,540.3,3025.68,5.6,540.3,0,0,15.6900055524709,8477.31
"FB240067132",1202.6,12134.23,10.0899966738733,1202.6,6734.56,5.6,1202.6,0,0,15.6899966738733,18868.79
"FB240067133",1128.1,11382.53,10.0900008864462,1128.1,6960.38,6.17000265933871,1128.1,0,0,16.260003545785,18342.91
"FB240067187",146.88,2150.32,14.6399782135076,146.88,1646.52,11.2099673202614,146.88,0,0,25.8499455337691,3796.84
"FB240067193",498.559,7293.92,14.6300036705786,498.559,5588.85,11.2100072408682,498.559,0,0,25.8400109114468,12882.77
"FB240067197",259.701,3944.86,15.1900069695534,259.701,2911.25,11.2100068925418,259.701,0,0,26.4000138620953,6856.11
"FB240067198",175.957,2676.31,15.210022903323,175.957,1972.48,11.2100115369096,175.957,0,0,26.4200344402326,4648.79
"FB240067200",380.273,5567.2,14.6400086253823,380.273,4262.86,11.2099991322024,380.273,0,0,25.8500077575847,9830.06
"FB240067203",226.175,3075.98,13.6,291.58,3268.61,11.2099938267371,291.58,0,0,24.8099938267371,6344.59
"FB240067207",102.132,1551.39,15.1900481729527,102.132,1144.9,11.2100027415502,102.132,0,0,26.4000509145028,2696.29
"FB240067209",85.357,1296.57,15.1899668451328,85.357,956.85,11.2099769204635,85.357,0,0,26.3999437655963,2253.42
"FB240067515",180,2340,13,NA,NA,NA,NA,0,0,NA,NA
"FB240067747",101.115,1480.32,14.6399643969737,101.115,1133.5,11.2100084062701,101.115,0,0,25.8499728032438,2613.82
"FB240068104",659.7,8457.35,12.8199939366379,711,4763.7,6.7,711,0,0,19.5199939366379,13221.05
"FB240068470",1574.62,17045.38,10.8250752562523,747.83,747.83,1,747.83,9637.5,12.8872872176832,24.7123624739355,27430.71
"FB240068618",281.45,3343.4,11.8791970154557,175.031,1356.49,7.74999857168159,175.031,0,0,19.6291955871373,4699.89
"FB240070026",449.76,4608.5,10.2465759516186,449.76,2748.96,6.11205976520811,449.76,0,0,16.3586357168268,7357.46
"FB240070027",805.26,10198.68,12.6650771179495,805.26,6618.18,8.2186871321064,805.26,0,0,20.8837642500559,16816.86
"FB240070028",118.99,1503.19,12.632910328599,118.99,993.08,8.34591142112783,118.99,0,0,20.9788217497269,2496.27
"FB240070029",1174.54,12985.71,11.0559963900761,1174.54,8726.83,7.42999812692629,1174.54,0,0,18.4859945170024,21712.54
"FB240070030",397.66,4446.08,11.1806065483076,397.66,2954.61,7.42999044409797,397.66,0,0,18.6105969924056,7400.69
"FB240070033",553.45,5613.21,10.1422170024392,553.45,3417.37,6.1746679916885,553.45,0,0,16.3168849941277,9030.58
"FB240070034",938.2,10502.78,11.1946066936687,938.2,6970.83,7.43000426348327,938.2,0,0,18.624610957152,17473.61
"FB240070405",1447.55,22292.27,15.4,1447.55,12448.93,8.6,1447.55,0,0,24,34741.2
"FB240070440",2898,26082,9,2898,14490,5,2898,0,0,14,40572
"FB240070443",591,5840,9.88155668358714,591,3165,5.35532994923858,591,0,0,15.2368866328257,9005
"FB240070541",179.45,2268.25,12.6400111451658,179.45,1528.91,8.51997770966843,179.45,0,0,21.1599888548342,3797.16
"FB240070585",222.11,2221.1,10,444.22,1521.46,3.42501463238936,444.22,0,0,13.4250146323894,3742.56
"FB240070829",1568.7,17077.95,10.8866896156053,1601.5,8968.4,5.6,1601.5,0,0,16.4866896156053,26046.35
"FB240073200",188.48,2423.88,12.8601443123939,188.48,1679.2,8.90916808149406,188.48,0,0,21.7693123938879,4103.08
"FB240073625",628.8,7593,12.0753816793893,636.2,4453.4,7,636.2,230,0.361521534108771,19.4369032134981,12276.4
"FB240073850",208.85,2296.39,10.9954033995691,208.85,1551.76,7.43002154656452,208.85,0,0,18.4254249461336,3848.15
"FB240073854",1043.44,5465.6,5.23805872882006,NA,NA,NA,NA,0,0,NA,NA
"FB240074530",31.886,466.81,14.6399673838048,31.886,357.44,11.2099353948441,31.886,0,0,25.8499027786489,824.25
"FB240075316",1454.426,11847.26,8.14566021234494,1454.426,9497.12,6.52980626033913,1454.426,0,0,14.6754664726841,21344.38
"FB240076970",1270.8,12729.15,10.0166430594901,1270.8,7466.64,5.87554296506138,1270.8,0,0,15.8921860245515,20195.79
"FB240077919",965.1,9168.45,9.5,965.1,5404.56,5.6,965.1,0,0,15.1,14573.01
"FB240079083",649.4,4464.16,6.87428395441946,649.4,2691.15,4.14405605174007,649.4,0,0,11.0183400061595,7155.31
"FB240079097",417.52,5381.83,12.8899932937344,417.52,2809.91,6.73000095803794,417.52,0,0,19.6199942517724,8191.74
"FB240079098",378.14,4871.81,12.8836145342995,378.14,2547.3,6.73639392817475,378.14,0,0,19.6200084624742,7419.11
"FB240081953",23.116,285.48,12.349887523793,23.116,246.19,10.6501989963662,23.116,0,0,23.0000865201592,531.67
"FB240082393",13.91,145.36,10.450035945363,13.91,103.35,7.42990654205607,13.91,0,0,17.8799424874191,248.71
"FB240082396",882.38,9061.28,10.2691357465038,882.38,5381.21,6.09851764545887,882.38,0,0,16.3676533919626,14442.49
"FB240082397",602.77,6637.74,11.0120609851187,602.77,4478.58,7.42999817509166,602.77,0,0,18.4420591602104,11116.32
"FB250000551",1985,19314.05,9.73,1985,11354.2,5.72,1985,0,0,15.45,30668.25
"FB250001288",632,8216,13,632,4145.75,6.55973101265823,632,0,0,19.5597310126582,12361.75
"FB250001295",168.66,2276.91,13.5,169,1588.6,9.4,169,0,0,22.9,3865.51
"FB250001297",1072,10814,10.0876865671642,1072,7504,7,1072,0,0,17.0876865671642,18318
