ID_FB,NUM_ETF,LIBELLE_ARTICLE,UNITE,DATE_RECEPTION,QUANTITE_RECEPTION,DATE_PREC,JOURS_CALENDAIRES,JOURS_TRAVAILLES,VITESSE_MOY_JOUR_M3,TYPE_VITESSE,VOL_REF,TYPE_CHANTIER,ANNEE,VOL_TOT_ANNUEL_M3,NB_CHANTIERS,debut,fin
FB240030014,153,Abatt-faç bois ind/chauff feuil billon,M3A,2025-02-12,135.31,2024-12-12,62,44.285714285714285,3.0553870967741936,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240031614,24,Abattage mécanisé de bois d'industrie,M3A,2024-05-31,462.3,2024-05-14,17,12.142857142857142,38.07176470588236,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240031614,24,Abattage mécanisé de bois d'industrie,M3A,2024-07-16,252.4,2024-05-31,46,32.85714285714286,7.6817391304347815,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240035722,152,Abatt/Façonnage bois d'ind. en billons,M3A,2025-11-17,51.7,2025-11-13,4,2.857142857142857,18.095,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036028,132,Débardage de grumes,M3,2024-12-05,350,2024-11-29,6,4.285714285714286,81.66666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036028,132,Débardage de grumes,M3,2025-01-23,66.35,2024-12-05,49,35,1.8957142857142855,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036028,132,Abatt/Faç. grumes feu. toutes classes,M3,2025-02-12,66.35,2025-01-23,20,14.285714285714286,4.644499999999999,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036036,11,Abatt-faç bois ind/chauff feuil billon,M3A,2025-04-09,179.43,2025-02-12,56,40,4.48575,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036037,72,Abatt/Faç. grumes feu. toutes classes,M3,2025-04-24,101.53,2025-03-20,35,25,4.0612,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240036111,32,"Abattage, façonnage (gén)",M3,2024-12-18,128.3,2024-12-09,9,6.428571428571429,19.95777777777778,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240037590,26,Débardage de grumes,M3,2024-09-23,158,2024-09-20,3,2.142857142857143,73.73333333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240038831,155,Abattage mécanisé de bois d'industrie,M3A,2024-09-04,1265,2024-07-23,43,30.714285714285715,41.18604651162791,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039146,47,Débardage de grumes,M3,2025-08-04,83.279,2025-07-28,7,5,16.6558,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039146,47,Débardage de grumes,M3,2025-08-18,17.462,2025-08-04,14,10,1.7462,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039853,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-02-12,120,2025-01-23,20,14.285714285714286,8.4,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039853,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-04-09,63.2,2025-02-12,56,40,1.58,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039989,22,Débardage de grumes,M3,2025-02-04,100,2024-12-06,60,42.85714285714286,2.333333333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240039989,22,Débardage de grumes,M3,2025-07-02,139.8,2025-05-05,58,41.42857142857143,3.37448275862069,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240040057,70,Abattage-façonnage de grumes,M3,2024-07-23,436.41,2024-06-05,48,34.285714285714285,12.728625000000001,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041253,11,Abatt/Faç. grumes feu. toutes classes,M3,2025-02-12,78.1,2024-12-09,65,46.42857142857143,1.6821538461538459,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041257,11,Abatt/Faç. grumes feu. toutes classes,M3,2025-09-26,14.71,2025-08-28,29,20.714285714285715,0.71013793103448275,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,124,Débardage de grumes,M3,2024-10-02,187.332,2024-09-17,15,10.714285714285715,17.484319999999997,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,83,Abattage-façonnage de grumes,M3,2024-10-07,187.332,2024-10-02,5,3.5714285714285716,52.45296,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,124,Débardage de grumes,M3,2024-11-26,696.956,2024-10-07,50,35.714285714285715,19.514768,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,83,Abattage-façonnage de grumes,M3,2024-12-02,142.312,2024-11-26,6,4.285714285714286,33.206133333333334,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,124,Débardage de grumes,M3,2024-12-06,142.312,2024-12-02,4,2.857142857142857,49.809200000000004,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,124,Débardage de grumes,M3,2024-12-16,129.104,2024-12-06,10,7.142857142857143,18.07456,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041319,124,Débardage de grumes,M3,2025-11-26,126.688,2025-11-20,6,4.285714285714286,29.560533333333336,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240041436,38,Abattage mécanisé de bois d'industrie,M3A,2026-01-27,1150,2025-12-15,43,30.714285714285715,37.44186046511628,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240042759,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-11-13,187.17,2025-09-24,50,35.714285714285715,5.24076,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240043481,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-02-12,80,2025-01-23,20,14.285714285714286,5.6,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240043481,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-04-09,76.63,2025-02-12,56,40,1.9157499999999998,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240044784,132,Abatt/Faç. grumes feu. toutes classes,M3,2025-05-26,250,2025-05-06,20,14.285714285714286,17.5,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240044791,132,Débardage de grumes,M3,2025-05-23,361.99,2025-05-20,3,2.142857142857143,168.9286666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240046335,78,Abattage-façonnage de grumes,M3,2025-01-22,200,2024-11-28,55,39.285714285714285,5.090909090909091,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240047436,108,Abattage mécanisé de bois d'industrie,M3A,2024-12-09,13,2024-11-25,14,10,1.3,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240047851,160,Abatt/Façonnage bois d'ind. en billons,M3,2024-10-08,74,2024-08-20,49,35,2.1142857142857143,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240049728,161,Abattage-façonnage de grumes,M3,2024-12-16,40,2024-12-05,11,7.857142857142858,5.090909090909091,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240053872,162,Abattage mécanisé de bois d'industrie,M3A,2024-08-09,262,2024-08-06,3,2.142857142857143,122.26666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240053872,74,Débardage de bois d'industrie en billons,M3A,2024-08-12,1022,2024-08-09,3,2.142857142857143,476.93333333333334,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240053872,74,Débardage de bois d'industrie en billons,M3A,2024-08-29,1022,2024-08-12,17,12.142857142857142,84.16470588235295,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240053872,74,Débardage de bois d'industrie en billons,M3A,2024-09-04,968.09,2024-08-29,6,4.285714285714286,225.8876666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240053872,162,Abattage mécanisé de bois d'industrie,M3A,2024-09-13,228.09,2024-09-04,9,6.428571428571429,35.480666666666664,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240054464,118,Débardage,M3,2024-10-21,946.332,2024-08-29,53,37.85714285714286,24.99744905660377,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240054464,163,Abatt/Faç. grumes rés. toutes classes,M3,2024-11-08,250,2024-10-21,18,12.857142857142858,19.444444444444443,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240054464,163,Abatt/Faç. grumes rés. toutes classes,M3,2024-11-26,200,2024-11-08,18,12.857142857142858,15.555555555555555,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240055164,164,Abattage-façonnage de grumes,M3A,2025-09-30,31,2025-07-28,64,45.714285714285715,0.678125,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240055164,112,Abatt/Façonnage bois d'ind. en billons,M3A,2025-10-23,301,2025-09-30,23,16.42857142857143,18.321739130434782,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240055165,111,Débardage de grumes,M3,2025-12-04,127.877,2025-11-27,7,5,25.5754,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240055773,26,Débardage de grumes,M3,2024-09-25,82.4,2024-09-20,5,3.5714285714285716,23.072,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240055803,55,Abattage-façonnage de grumes,M3,2024-10-21,163.8,2024-10-16,5,3.5714285714285716,45.864,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056153,24,Abattage mécanisé de bois d'industrie,M3A,2024-09-17,139,2024-07-22,57,40.714285714285715,3.414035087719298,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056270,137,Abatt/Façonnage bois d'ind. en billons,M3A,2025-02-04,300,2024-12-11,55,39.285714285714285,7.636363636363637,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056762,44,Débardage de grumes,M3,2024-10-17,326,2024-09-09,38,27.142857142857142,12.010526315789473,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056762,24,"Abattage, façonnage (gén)",H,2024-11-21,2,2024-10-17,35,25,0.08,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056762,55,Abatt/Façonnage bois d'ind. en billons,M3A,2024-11-29,76,2024-11-21,8,5.714285714285714,13.299999999999999,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240056766,70,Débardage de grumes,M3,2024-10-30,266,2024-09-06,54,38.57142857142857,6.896296296296296,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057175,162,Abattage mécanisé de bois d'industrie,M3A,2024-09-04,933,2024-08-09,26,18.571428571428573,50.238461538461536,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057175,74,Débardage de bois d'industrie en billons,M3A,2024-09-13,501.98,2024-09-04,9,6.428571428571429,78.08577777777778,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057175,74,Débardage de bois d'industrie en billons,M3A,2024-10-07,560.449,2024-09-13,24,17.142857142857142,32.692858333333334,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057175,162,Abattage mécanisé de bois d'industrie,M3A,2024-10-23,576.557,2024-10-07,16,11.428571428571429,50.4487375,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057175,74,Débardage de bois d'industrie en billons,M3A,2024-11-05,867.495,2024-10-23,13,9.285714285714286,93.42253846153845,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057292,116,Abattage-façonnage de grumes,M3,2025-02-28,246.938,2025-01-28,31,22.142857142857142,11.152038709677418,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057292,116,Abattage-façonnage de grumes,M3,2025-03-11,40.875,2025-02-28,11,7.857142857142858,5.202272727272727,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057304,116,Abattage-façonnage de grumes,M3,2024-09-12,271.183,2024-09-04,8,5.714285714285714,47.457024999999994,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057304,116,Abattage-façonnage de grumes,M3,2024-10-07,84.813,2024-09-12,25,17.857142857142858,4.749528,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057304,125,Débardage de grumes,M3,2024-10-14,608,2024-10-07,7,5,121.6,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057321,116,Abattage-façonnage de grumes,M3,2024-09-12,84.892,2024-09-04,8,5.714285714285714,14.8561,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057321,116,Abattage-façonnage de grumes,M3,2024-10-07,37.841,2024-09-12,25,17.857142857142858,2.119096,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057321,125,Débardage de grumes,M3,2024-10-16,318.831,2024-10-07,9,6.428571428571429,49.595933333333335,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057882,24,Abattage mécanisé de bois d'industrie,M3A,2024-09-06,92,2024-08-14,23,16.42857142857143,5.6,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240057882,24,Abattage mécanisé de bois d'industrie,M3A,2024-09-18,221,2024-09-06,12,8.571428571428571,25.783333333333335,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240058243,24,"Abattage, façonnage (gén)",M3,2024-08-22,368,2024-08-02,20,14.285714285714286,25.759999999999998,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240059564,132,Débardage de grumes,M3,2024-12-05,39.44,2024-11-19,16,11.428571428571429,3.4509999999999996,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240059602,162,Abattage mécanisé de bois d'industrie,M3A,2024-09-23,110,2024-09-17,6,4.285714285714286,25.666666666666668,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240059602,74,Débardage de bois d'industrie en billons,M3A,2024-10-02,651.236,2024-09-23,9,6.428571428571429,101.30337777777777,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240059602,162,Abattage mécanisé de bois d'industrie,M3A,2024-11-13,145.67,2024-10-02,42,30,4.855666666666666,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240059818,54,"Abattage, façonnage (gén)",M3A,2025-01-30,436.06,2024-12-06,55,39.285714285714285,11.09970909090909,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240060969,47,Débardage de grumes,M3,2025-06-17,195.857,2025-04-22,56,40,4.896425,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061028,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-01-23,56.99,2024-11-28,56,40,1.42475,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061429,117,Débardage de bois d'industrie en billons,M3A,2025-08-28,1202.395,2025-08-22,6,4.285714285714286,280.5588333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061429,117,"Abattage, façonnage (gén)",H,2025-09-08,3,2025-08-28,11,7.857142857142858,0.3818181818181818,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061534,44,Débardage de grumes,M3,2024-09-09,445,2024-09-05,4,2.857142857142857,155.75,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061706,21,Abattage mécanisé de bois d'industrie,M3,2024-10-11,16.3,2024-09-16,25,17.857142857142858,0.9128000000000001,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061706,21,Abatt/Façonnage bois d'ind. en billons,U,2025-11-14,555.129,2025-09-25,50,35.714285714285715,15.543612,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240061706,21,Abatt/Façonnage bois d'ind. en billons,U,2025-11-17,161.821,2025-11-14,3,2.142857142857143,75.51646666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064123,4,Abattage-façonnage de grumes,M3,2025-02-10,900,2025-01-22,19,13.571428571428571,66.3157894736842,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064123,4,Abattage-façonnage de grumes,M3,2025-03-25,134,2025-02-10,43,30.714285714285715,4.362790697674418,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064178,24,Abattage mécanisé de bois d'industrie,M3A,2024-12-10,1441.51,2024-10-08,63,45,32.03355555555556,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064524,27,Abattage-façonnage de grumes,M3,2024-10-17,241.05,2024-09-11,36,25.714285714285715,9.374166666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064815,169,Débardage de grumes,M3,2024-12-03,32,2024-11-06,27,19.285714285714285,1.6592592592592594,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240064815,51,Abattage-façonnage de grumes,M3,2024-12-13,32,2024-12-03,10,7.142857142857143,4.4799999999999995,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240065904,146,Abattage-façonnage de grumes,M3,2025-03-31,11.92,2025-03-19,12,8.571428571428571,1.3906666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067130,24,Abattage mécanisé de bois d'industrie,M3A,2025-04-16,467,2025-04-09,7,5,93.4,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067133,24,Abattage mécanisé de bois d'industrie,M3A,2025-04-09,35.7,2025-03-31,9,6.428571428571429,5.553333333333334,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067187,47,Débardage de grumes,M3,2025-07-15,146.88,2025-06-10,35,25,5.8751999999999995,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067200,47,Débardage de grumes,M3,2025-04-22,380.273,2025-03-14,39,27.857142857142858,13.65082564102564,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067203,47,Débardage de grumes,M3,2025-03-07,291.58,2025-02-27,8,5.714285714285714,51.0265,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067207,47,Débardage de grumes,M3,2025-06-18,102.132,2025-06-12,6,4.285714285714286,23.830800000000004,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067209,39,"Abattage, façonnage (gén)",M3,2025-06-12,85.357,2025-06-06,6,4.285714285714286,19.916633333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240067747,47,Débardage de grumes,M3,2025-03-18,101.115,2025-02-11,35,25,4.0446,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240068470,11,Abatt/Faç. grumes rés. toutes classes,M3,2025-05-19,747.83,2025-04-09,40,28.571428571428573,26.17405,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240068470,3,"Abattage, façonnage (gén)",M3,2025-05-26,476.79,2025-05-19,7,5,95.358,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240068618,159,Abattage-façonnage de grumes,M3,2025-05-16,2.45,2025-04-30,16,11.428571428571429,0.214375,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070026,41,Abatt-faç bois ind/chauff feuil billon,M3A,2025-04-28,266.77,2025-03-20,39,27.857142857142858,9.576358974358973,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070026,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-05-22,82.99,2025-04-28,24,17.142857142857142,4.841083333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070027,57,Abatt-faç bois ind/chauff feuil billon,M3A,2025-03-26,362.49,2025-03-06,20,14.285714285714286,25.374299999999998,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070027,57,Abatt/Faç. grumes feu. toutes classes,M3,2025-04-28,242.77,2025-03-26,33,23.571428571428573,10.299333333333333,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070028,57,Abatt-faç bois ind/chauff feuil billon,M3A,2025-03-26,45.92,2025-03-06,20,14.285714285714286,3.2144,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070028,57,Abatt/Faç. grumes feu. toutes classes,M3,2025-05-26,23.07,2025-03-26,61,43.57142857142857,0.5294754098360656,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070030,33,Abatt/Faç. grumes feu. toutes classes,M3,2025-04-28,35.13,2025-03-18,41,29.285714285714285,1.1995609756097563,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070405,153,Abatt/Faç. grumes feu. toutes classes,M3,2025-03-06,600,2025-02-12,22,15.714285714285715,38.18181818181818,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070405,153,Abatt/Faç. grumes feu. toutes classes,M3,2025-03-12,270.63,2025-03-06,6,4.285714285714286,63.147,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240070829,105,Abattage mécanisé de bois d'industrie,M3A,2024-11-19,523.9,2024-11-08,11,7.857142857142858,66.67818181818181,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240073625,24,Abattage mécanisé de bois d'industrie,M3A,2025-06-30,251.5,2025-06-27,3,2.142857142857143,117.36666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240073850,33,Abatt/Faç. grumes feu. toutes classes,M3,2025-03-31,73.25,2025-03-18,13,9.285714285714286,7.888461538461538,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240074530,47,Débardage de grumes,M3,2025-04-22,31.886,2025-04-02,20,14.285714285714286,2.23202,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240076970,105,Abattage mécanisé de bois d'industrie,M3A,2025-01-13,437.7,2024-12-10,34,24.285714285714285,18.02294117647059,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240079083,11,Abatt/Faç. grumes feu. toutes classes,M3,2025-07-04,7.68,2025-05-26,39,27.857142857142858,0.2756923076923077,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240081370,47,Débardage de grumes,H,2025-04-22,4,2025-04-03,19,13.571428571428571,0.2947368421052632,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240081953,125,Débardage de grumes,M3,2025-11-19,23.116,2025-10-13,37,26.42857142857143,0.8746594594594593,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240082396,41,Abatt/Faç. grumes feu. toutes classes,M3,2025-09-05,119.17,2025-08-29,7,5,23.834,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240082396,41,Abatt-faç bois ind/chauff feuil billon,M3A,2025-10-02,563.21,2025-09-05,27,19.285714285714285,29.203481481481486,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB240082397,33,Abatt/Faç. grumes feu. toutes classes,M3,2025-08-12,140.14,2025-06-26,47,33.57142857142857,4.174382978723404,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250001288,98,Débardage de bois d'industrie en billons,M3A,2025-03-18,371,2025-03-14,4,2.857142857142857,129.85,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250001288,100,Abatt/Façonnage bois d'ind. en billons,M3A,2025-05-27,182,2025-05-23,4,2.857142857142857,63.699999999999996,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250003177,24,Abattage mécanisé de bois d'industrie,M3A,2025-05-19,346.5,2025-04-30,19,13.571428571428571,25.53157894736842,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250003593,124,Débardage de grumes,M3,2025-11-26,249.963,2025-11-21,5,3.5714285714285716,69.98964,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250006586,132,Débardage de grumes,M3,2025-05-28,228.83,2025-05-20,8,5.714285714285714,40.04525,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250010159,30,Abatt/Faç. grumes feu. toutes classes,M3,2025-06-20,6.11,2025-06-10,10,7.142857142857143,0.8554,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250011022,142,Abattage-façonnage de grumes,H,2025-03-10,44,2025-03-05,5,3.5714285714285716,12.319999999999999,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250011022,107,"Abattage, façonnage (gén)",H,2025-03-19,12,2025-03-10,9,6.428571428571429,1.8666666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250015010,113,Abatt/Faç. grumes feu. toutes classes,M3,2025-08-13,12.02,2025-07-07,37,26.42857142857143,0.45481081081081076,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250015011,57,Abatt-faç bois ind/chauff feuil billon,M3A,2025-09-26,350.36,2025-09-04,22,15.714285714285715,22.295636363636362,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250015015,18,Débardage de bois d'oeuvre resineux,M3,2025-05-27,65.76,2025-05-07,20,14.285714285714286,4.6032,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250016517,18,Débardage de bois d'oeuvre resineux,M3,2025-05-27,204.02,2025-05-22,5,3.5714285714285716,57.1256,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250016665,11,Abatt/Faç. grumes feu. toutes classes,M3,2025-09-08,34.19,2025-08-28,11,7.857142857142858,4.351454545454545,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250018134,142,Abattage-façonnage de grumes,H,2025-09-08,40,2025-09-05,3,2.142857142857143,18.666666666666668,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250018134,107,Abattage mécanisé de bois d'industrie,M3,2025-09-19,41.64,2025-09-09,10,7.142857142857143,5.8296,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250021751,100,Abatt/Façonnage bois d'ind. en billons,M3A,2026-02-05,196.7,2025-12-11,56,40,4.9174999999999995,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250023434,173,Abattage-façonnage de grumes,M3,2025-06-25,191,2025-06-17,8,5.714285714285714,33.425,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250023935,22,Débardage de grumes,M3,2025-11-28,707.5,2025-11-25,3,2.142857142857143,330.1666666666667,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250024475,116,Abattage-façonnage de grumes,M3,2025-11-03,80.618,2025-09-05,59,42.142857142857146,1.9129694915254234,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250024475,125,Débardage de grumes,M3,2025-11-19,242.527,2025-11-03,16,11.428571428571429,21.221112499999997,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250024475,116,Abatt/Façonnage bois d'ind. en billons,M3A,2025-12-11,60,2025-11-19,22,15.714285714285715,3.818181818181818,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250027983,132,Abatt/Faç. grumes feu. toutes classes,M3,2025-10-17,211.87,2025-09-11,36,25.714285714285715,8.23938888888889,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250027983,132,Débardage de grumes,M3,2025-10-21,31.87,2025-10-17,4,2.857142857142857,11.1545,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250027984,132,"Abattage, façonnage (gén)",M3,2025-10-09,53.89,2025-09-11,28,20,2.6945,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250027984,132,"Abattage, façonnage (gén)",M3,2025-10-17,53.89,2025-10-09,8,5.714285714285714,9.43075,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250028491,11,Abatt/Faç. grumes feu. toutes classes,M3,2025-08-28,1.37,2025-07-04,55,39.285714285714285,0.03487272727272728,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250029003,8,Abattage-façonnage de grumes,M3,2025-07-16,464.227,2025-06-23,23,16.42857142857143,28.25729565217391,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250029280,177,Abattage-façonnage de grumes,M3,2026-01-22,146.458,2025-12-10,43,30.714285714285715,4.7684,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250033716,141,Débardage de grumes,M3,2025-05-15,425.535,2025-05-12,3,2.142857142857143,198.58300000000003,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250033716,140,Abattage-façonnage de grumes,M3,2025-05-19,179.92,2025-05-15,4,2.857142857142857,62.971999999999994,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250035476,105,Abattage mécanisé de bois d'industrie,M3A,2025-05-14,675,2025-04-30,14,10,67.5,intra_chantier,NA,NA,NA,NA,NA,NA,NA
FB250035703,45,"Abattage, façonnage (gén)",M3,2025-10-21,165.626,2025-08-29,53,37.85714285714286,4.375026415094339,intra_chantier,NA,NA,NA,NA,NA,NA,NA
