"ACCORD_CADRE","ID_CHANTIER","NUM_SAP","NUM_ETF","AGENCE","CENTRE_PROFIT","POSTE","ARTICLE","LIBELLE_ARTICLE","LIBELLE_POSTE","PU_COMMANDE","UNITE","QUANTITE_COMMANDE","DATE_RECEPTION","QUANTITE_RECEPTION","MONTANT_RECEPTION","ID_LIGNE","TYPE_TRAVAUX"
"2025","MS17",4501692460,12,8325,832503,40,"04-EXPL-DBC01","Débardage par câble","LANDES DE LANVAUX P 32C-33C-34C-35C",29,"M3",1735,2026-02-04,450,13050,600,"DEBARDAGE"
"2025","MS17",4501692460,12,8325,832503,40,"04-EXPL-DBC01","Débardage par câble","LANDES DE LANVAUX P 32C-33C-34C-35C",29,"M3",1735,2026-02-19,-450,-13050,601,"DEBARDAGE"
"2025","MS18",4501675175,8,8440,844009,20,"04-EXPL-DBC01","Débardage par câble","Débardage, tri, reprise - FD LEVIER1J P6",12,"M3",864.227,2025-07-16,864.227,10370.72,604,"DEBARDAGE"
"2025","MS20",4501670169,4,8835,883503,40,"04-EXPL-DBC01","Débardage par câble","GUERY 28 29 30 Débardage, tri, reprise",7,"M3",950,2025-05-27,280,1960,614,"DEBARDAGE"
"2025","MS20",4501670169,4,8835,883503,40,"04-EXPL-DBC01","Débardage par câble","GUERY 28 29 30 Débardage, tri, reprise",7,"M3",950,2025-07-21,421.3,2949.1,615,"DEBARDAGE"
"2025","MS25",4501696228,1,8450,845009,20,"04-EXPL-DBG01","Débardage de grumes","DB GR R FD AU-DUC P34",16,"M3",1200,NA,NA,NA,620,"DEBARDAGE"
"2025","MS30",4501697127,13,8682,868211,50,"04-EXPL-DBC01","Débardage par câble","FDChêne à la Vierge P84.2-85.2-Déb câble",18,"M3",1477,NA,NA,NA,631,"DEBARDAGE"
"2025","MS32",4700288177,13,8681,868113,30,"04-EXPL-DBC01","Débardage par câble","FD Signy l'Abbaye 146-147-148-149-150DEB",20,"M3",1000,NA,NA,NA,634,"DEBARDAGE"
"2025","MS40",4501694442,8,8415,841522,20,"04-EXPL-DBC01","Débardage par câble","Débardage, Gru Feuillus MS 40 FD CHAUX",16,"M3",1330,NA,NA,NA,651,"DEBARDAGE"
"2025","MS40",4501694442,8,8415,841522,40,"04-EXPL-DBC01","Débardage par câble","Débardage, tri - bois NRJ MS 40 FD CHAUX",16,"M3",1030,NA,NA,NA,653,"DEBARDAGE"
"2025","MS40",4501694442,8,8415,841522,60,"04-EXPL-DBC01","Débardage par câble","Débardage, tri MS 40 Feuill MS 40 FD CHA",16,"M3",400,NA,NA,NA,655,"DEBARDAGE"
"2025","MS40",4501694442,8,8415,841522,80,"04-EXPL-DBC01","Débardage par câble","Débardage,bois NRJ MS 40 FD CHAUX",16,"M3",750,NA,NA,NA,657,"DEBARDAGE"
"2025","MS42",4501694622,8,8455,845507,30,"04-EXPL-DBC01","Débardage par câble","DB BO FEU FD CITEAUX P 292",16,"M3",800,2025-12-01,800,12800,666,"DEBARDAGE"
"2025","MS42",4501694622,8,8455,845507,60,"04-EXPL-DBC01","Débardage par câble","26//DB BO FEU FD CITEAUX P 292",16,"M3",350,2026-01-29,91.209,1459.34,669,"DEBARDAGE"
"2025","MS44",4700280253,1,8670,867009,20,"04-EXPL-DBC01","Débardage par câble","DEB FD GEHANT P.5/6",17,"M3",1835,NA,NA,NA,671,"DEBARDAGE"
"2025","MS47",4501705079,2,8805,880508,40,"04-EXPL-DBCAB01","04-EXPL-DBCAB01","25-65 SEILLON V1-Débardage",18,"M3E",583,NA,NA,NA,677,"DEBARDAGE"
"2025","MS52",4700278659,7,8692,869202,20,"04-EXPL-DBC01","Débardage par câble","Débardage par câble",20,"M3",1400,NA,NA,NA,682,"DEBARDAGE"
"2025","MS61",4501709948,4,8345,834504,30,"04-EXPL-DBC01","Débardage par câble","GSF GENTIOUX P 1 B",20.5,"M3",690,NA,NA,NA,687,"DEBARDAGE"
"2022-2024","MS55",4501637680,3,8535,853501,30,"04-EXPL-DBC01","Débardage par câble","ODS2025/FON1 - CAB MAT - EU - P.3/4/7/10",17,"M3",1532.16,2025-02-12,700,11900,415,"DEBARDAGE"
"2022-2024","MS55",4501637680,3,8535,853501,30,"04-EXPL-DBC01","Débardage par câble","ODS2025/FON1 - CAB MAT - EU - P.3/4/7/10",17,"M3",1532.16,2025-05-26,832.16,14146.72,416,"DEBARDAGE"
