ACCORD_CADRE,ID_CHANTIER,NUM_SAP,NUM_ETF,AGENCE,CENTRE_PROFIT,POSTE,ARTICLE,LIBELLE_ARTICLE,LIBELLE_POSTE,PU_COMMANDE,UNITE,QUANTITE_COMMANDE,DATE_RECEPTION,QUANTITE_RECEPTION,MONTANT_RECEPTION,ID_LIGNE,TYPE_TRAVAUX
2025,MS17,4501692460,12,8325,832503,30,04-EXPL-AST01,Abattage-façonnage de grumes,LANDES DE LANVAUX P 32C-33C-34C-35C,9,M3,1735,2026-02-19,-450,-4050,598,ABATTAGE
2025,MS18,4501675175,8,8440,844008,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façonnage- - FD LEVIERJ P66,14,M3,864.227,2025-06-23,400,5600,602,ABATTAGE
2025,MS18,4501675175,8,8440,844008,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façonnage- - FD LEVIERJ P66,14,M3,864.227,2025-07-16,464.227,6499.18,603,ABATTAGE
2025,MS30,4501697127,13,8682,868211,40,04-EXPL-AST01,Abattage-façonnage de grumes,FDChêne à la Vierge P84.2-85.2-AbaFacBO,9.5,M3,1477,NA,NA,NA,630,ABATTAGE
2025,MS40,4501694442,8,8415,841522,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façon Gru Feuillus MS 40 FD CHA,13,M3,1330,NA,NA,NA,650,ABATTAGE
2025,MS40,4501694442,8,8415,841522,30,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-faço bois NRJ MS 40 FD CHAUX,13,M3,1030,NA,NA,NA,652,ABATTAGE
2025,MS40,4501694442,8,8415,841522,50,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façon MS 40 Feuill MS 40 FD CHA,13,M3,400,NA,NA,NA,654,ABATTAGE
2025,MS40,4501694442,8,8415,841522,70,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façon bois NRJ MS 40 FD CHAUX,13,M3,750,NA,NA,NA,656,ABATTAGE
2025,MS42,4501694622,8,8455,845507,20,04-EXPL-AST01,Abattage-façonnage de grumes,AB BO FEU FD CITEAUX P 292,14,M3,800,2025-11-17,750,10500,664,ABATTAGE
2025,MS42,4501694622,8,8455,845507,20,04-EXPL-AST01,Abattage-façonnage de grumes,AB BO FEU FD CITEAUX P 292,14,M3,800,2025-12-01,50,700,665,ABATTAGE
2025,MS42,4501694622,8,8455,845507,50,04-EXPL-AST01,Abattage-façonnage de grumes,26//AB BO FEU FD CITEAUX P 292,14,M3,350,2026-01-29,91.209,1276.93,668,ABATTAGE
2025,MS47,4501705079,2,8805,880508,30,04-EXPL-ABMAN01,04-EXPL-ABMAN01,25-65 SEILLON V1-Abattage,12,M3E,583,2026-01-20,250,3000,676,ABATTAGE
2025,MS61,4501709948,4,8345,834504,20,04-EXPL-AST01,Abattage-façonnage de grumes,GSF GENTIOUX P 1 B,10,M3,690,2026-02-11,500,5000,686,ABATTAGE
2025,MS15_lot1,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,26-08-20,400,5200,NA,ABATTAGE
2025,MS15_lot1,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,16-10-20,400,5200,NA,ABATTAGE
2025,MS15_lot1,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,18-11-20,"620,47",806611,NA,ABATTAGE
2025,MS15_lot1,4700276485,1,8692,869206,20,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",16,M3,500,4-11-20,200,3200,NA,ABATTAGE
2025,MS15_lot1,4700276485,1,8692,869206,20,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",16,M3,500,18-11-20,"490,18",784288,NA,ABATTAGE
2025,MS15_lot2,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,26-08-20,400,5200,NA,ABATTAGE
2025,MS15_lot2,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,16-10-20,400,5200,NA,ABATTAGE
2025,MS15_lot2,4700276485,1,8692,869206,10,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",13,M3,1350,18-11-20,"620,47",806611,NA,ABATTAGE
2025,MS15_lot2,4700276485,1,8692,869206,20,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",16,M3,500,4-11-20,200,3200,NA,ABATTAGE
2025,MS15_lot2,4700276485,1,8692,869206,20,04-EXPL-CAB01,"Câblage, désencr. bois en cours d'expl.","Câblage, désencr. bois en cours d'expl.",16,M3,500,18-11-20,"490,18",784288,NA,ABATTAGE
2022-2024,MS26,4700246103,5,8693,869317,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façonnage de grumes,15,M3,1290,2024-03-27,200,3000,169,ABATTAGE
2022-2024,MS26,4700246103,5,8693,869317,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façonnage de grumes,15,M3,1290,2024-04-30,504,7560,170,ABATTAGE
2022-2024,MS26,4700246103,5,8693,869317,10,04-EXPL-AST01,Abattage-façonnage de grumes,Abattage-façonnage de grumes,15,M3,1290,2024-11-20,76,1140,171,ABATTAGE
